idx,die_code,sleep_pct,load1,load2,tmp0,tmp1,tmp2,tmp3,bpx65_a,bpx65_b,bpw34_a,bpw34_b,n3163_a,n3163_b,adr4525,psram,fram,eeprom
2036,72,97,1,0,3315,3635,3098,3852,21624,21168,18140,17923,0,0,20483,2,1,4
2037,72,95,1,0,3316,3631,3095,3852,21596,21016,18336,17952,0,0,20485,4,1,1
2038,72,96,1,0,3321,3627,3096,3845,21588,21131,18232,18024,0,0,20472,1,4,4
2039,72,96,1,0,3320,3626,3098,3848,21694,21129,18293,17883,0,0,20477,3,1,1
2040,72,97,1,1,3315,3632,3084,3854,21605,21180,18203,17957,0,0,20488,1,2,1
2041,72,95,1,0,3325,3633,3086,3852,21780,21091,18311,17927,0,0,20472,3,3,4
2042,72,97,1,0,3320,3624,3092,3844,21616,20994,18246,17951,1,0,20484,1,4,1
2043,72,98,1,0,3326,3635,3084,3845,21777,21052,18370,17950,0,0,20480,4,3,1
2044,72,95,1,0,3328,3626,3097,3854,21664,21035,18132,17910,0,0,20485,5,3,3
2045,72,97,1,0,3327,3633,3090,3846,21654,20973,18220,17949,0,0,20478,4,4,1
2046,72,96,1,0,3323,3631,3091,3843,21772,21018,18160,17933,0,0,20480,2,3,1
2047,72,97,1,0,3317,3625,3100,3854,21782,21196,18290,18002,0,0,20485,5,2,2
2048,72,96,1,1,3323,3633,3101,3842,21778,21083,18190,17979,0,0,20476,1,4,4
2049,72,96,1,0,3326,3626,3087,3842,21613,21182,18098,17843,0,0,20488,4,3,5
2050,72,97,1,0,3328,3630,3086,3848,21778,20985,18303,17950,0,0,20479,5,3,5
2051,72,97,1,0,3325,3639,3097,3851,21674,21176,18316,17925,0,0,20474,1,5,2
2052,72,98,1,0,3316,3632,3101,3851,21541,21005,18205,17855,0,0,20480,5,1,5
2053,72,97,1,0,3319,3630,3086,3841,21565,21090,18277,17854,0,0,20486,3,2,3
2054,72,95,1,0,3332,3634,3088,3843,21592,20991,18278,17934,0,1,20483,2,5,4
2055,72,95,1,0,3332,3634,3097,3843,21601,21070,18091,17833,0,0,20486,5,2,4
2056,72,96,1,1,3330,3632,3097,3853,21573,21082,18112,17947,0,0,20476,2,3,3
2057,72,97,1,0,3331,3637,3094,3846,21595,20987,18063,17926,0,0,20485,4,2,1
2058,72,94,1,0,3320,3633,3098,3847,21634,21027,18222,17884,0,0,20488,5,1,4
2059,72,98,1,0,3330,3625,3093,3849,21619,21061,18218,17904,0,0,20479,4,2,5
2060,72,94,1,0,3327,3634,3101,3845,21584,20942,18189,17845,0,0,20485,1,1,2
2061,72,97,1,0,3333,3630,3091,3855,21720,21144,18331,17818,0,0,20484,4,3,2
2062,72,97,1,0,3331,3631,3095,3848,21514,21081,18079,17917,0,0,20482,4,5,5
2063,72,95,1,0,3326,3634,3098,3853,21560,21063,18258,17972,0,0,20476,1,5,2
2064,72,96,1,1,3318,3636,3098,3847,21570,21093,18151,17820,0,0,20475,4,5,4
2065,72,95,1,0,3331,3636,3088,3855,21665,21027,18308,17832,0,0,20478,2,5,2
2066,72,94,1,0,3334,3633,3093,3843,21718,20968,18130,17915,0,0,20474,4,2,1
2067,72,94,1,0,3324,3629,3098,3853,21691,21088,18159,17921,0,0,20477,5,5,1
2068,72,95,1,0,3325,3636,3088,3843,21690,20902,18209,17956,0,0,20481,3,3,2
2069,72,96,1,0,3328,3631,3102,3855,21533,20894,18115,17918,0,0,20472,5,1,4
2070,72,94,1,0,3326,3640,3093,3854,21676,20930,18201,17806,0,0,20486,3,2,4
2071,72,95,1,0,3324,3636,3097,3858,21638,20993,18161,17774,0,0,20474,4,5,5
2072,72,96,1,1,3320,3638,3099,3848,21622,21014,18190,17794,0,0,20477,3,5,5
2073,72,96,1,0,3333,3633,3098,3855,21583,21115,18299,17802,0,0,20473,2,5,1
2074,72,96,1,0,3320,3626,3091,3855,21613,21029,18203,17764,0,0,20480,2,2,1
2075,72,96,1,0,3331,3642,3091,3857,21602,20987,18207,17817,0,0,20486,1,5,5
2076,72,98,1,0,3319,3628,3095,3849,21618,20952,18200,17876,0,0,20482,3,1,3
2077,72,97,1,0,3332,3636,3090,3857,21633,20892,18212,17784,0,0,20488,2,4,5
2078,72,95,1,0,3331,3639,3104,3860,21670,21027,18014,17877,0,0,20473,5,3,1
2079,72,95,1,0,3331,3631,3097,3846,21521,20859,18050,17750,0,0,20478,4,1,4
2080,72,96,1,1,3321,3636,3093,3850,21617,21036,18040,17813,0,0,20481,5,3,2
2081,72,94,1,0,3327,3635,3100,3855,21608,20991,18063,17892,0,0,20483,2,5,1
2082,72,96,1,0,3321,3627,3091,3850,21471,20978,18218,17910,0,0,20485,5,1,5
2083,72,95,1,0,3324,3628,3097,3845,21596,20982,18005,17791,0,0,20481,2,1,1
2084,72,94,1,0,3329,3628,3095,3859,21492,20941,18181,17911,0,0,20476,1,4,3
2085,72,95,1,0,3331,3636,3093,3845,21546,21039,18058,17803,0,0,20479,1,1,1
2086,72,98,1,0,3320,3640,3096,3851,21579,20887,18063,17871,0,1,20481,2,4,5
2087,72,94,1,0,3330,3637,3092,3851,21487,20992,18073,17761,0,0,20485,3,3,1
2088,72,98,1,1,3334,3643,3105,3847,21617,21029,17967,17895,0,0,20477,3,5,5
2089,72,98,1,0,3327,3639,3091,3859,21550,21044,18063,17718,0,0,20473,5,3,2
2090,72,98,1,0,3328,3636,3091,3853,21497,20826,18116,17801,0,0,20476,2,3,4
2091,72,97,1,0,3333,3631,3097,3855,21520,20997,17968,17759,0,0,20473,4,5,4
2092,72,98,1,0,3334,3635,3097,3854,21405,20828,18113,17709,0,0,20476,4,4,5
2093,72,97,1,0,3329,3640,3099,3859,21450,20938,18121,17750,0,0,20481,2,2,5
2094,72,95,1,0,3330,3627,3092,3851,21428,20832,18093,17750,0,0,20484,3,5,4
2095,72,94,1,0,3328,3629,3090,3848,21482,21009,18164,17795,0,0,20474,5,3,3
2096,72,97,1,1,3327,3634,3098,3858,21601,20804,18203,17851,1,0,20483,3,2,3
2097,72,96,1,0,3332,3631,3094,3854,21461,20839,18149,17702,0,0,20484,5,3,1
2098,72,94,1,0,3324,3636,3095,3848,21586,20797,18184,17755,0,0,20480,3,2,2
2099,72,95,1,0,3322,3629,3098,3859,21389,20988,17933,17772,0,0,20478,5,2,4
2100,72,97,1,0,3332,3631,3098,3848,21372,20836,18163,17824,0,0,20483,2,1,1
2101,72,97,1,0,3333,3634,3092,3848,21427,20813,18060,17857,0,0,20482,3,1,5
2102,72,97,1,0,3334,3642,3095,3859,21544,20963,17954,17848,0,0,20476,1,1,5
2103,72,98,1,0,3331,3635,3099,3859,21350,20825,18144,17832,0,0,20486,1,3,1
2104,72,98,1,1,3327,3639,3104,3850,21438,20931,18167,17768,0,1,20473,5,5,2
2105,72,97,1,0,3325,3633,3092,3859,21528,20788,18089,17800,0,0,20479,2,5,1
2106,72,97,1,0,3324,3634,3098,3845,21465,20992,18142,17676,0,0,20487,4,4,4
2107,72,96,1,0,3330,3638,3096,3860,21403,20806,18128,17689,0,0,20473,4,5,1
2108,72,96,1,0,3336,3641,3091,3854,21338,20782,18127,17823,0,0,20473,1,3,5
2109,72,94,1,0,3325,3638,3095,3849,21542,20979,17925,17783,1,0,20478,5,5,3
2110,72,98,1,0,3324,3639,3097,3850,21433,20942,17919,17735,0,0,20479,4,3,2
2111,72,95,1,0,3321,3635,3096,3856,21525,20896,18035,17797,0,0,20472,3,5,1
2112,72,98,1,1,3320,3634,3102,3847,21457,20757,18111,17700,0,0,20477,5,1,1
2113,72,94,1,0,3323,3634,3097,3845,21469,20768,17881,17755,0,0,20485,2,2,5
2114,72,97,1,0,3335,3635,3105,3847,21422,20745,17890,17800,0,0,20483,5,4,1
2115,72,95,1,0,3331,3640,3096,3854,21435,20858,17890,17672,0,0,20480,4,3,4
2116,72,94,1,0,3325,3636,3092,3851,21512,20947,18143,17636,0,0,20478,5,2,4
2117,72,98,1,0,3326,3630,3095,3854,21367,20856,18061,17651,0,0,20481,5,5,4
2118,72,95,1,0,3324,3627,3100,3847,21442,20924,18010,17726,0,0,20482,4,1,2
2119,72,95,1,0,3334,3635,3103,3851,21366,20716,18089,17691,0,0,20482,5,2,1
2120,72,97,1,1,3323,3628,3098,3852,21508,20873,18049,17723,0,0,20483,4,4,3
2121,72,97,1,0,3331,3632,3101,3855,21309,20813,18123,17644,0,0,20476,3,3,5
2122,72,94,1,0,3335,3628,3093,3849,21380,20910,17918,17629,0,0,20473,1,3,1
2123,72,96,1,0,3323,3639,3098,3856,21303,20831,18114,17766,0,0,20477,3,5,4
2124,72,94,1,0,3331,3632,3094,3858,21430,20905,18013,17769,0,0,20486,5,3,2
2125,72,94,1,0,3322,3630,3091,3859,21484,20762,17995,17729,0,0,20485,2,1,5
2126,72,98,1,0,3322,3637,3090,3853,21435,20867,17895,17652,0,0,20474,2,4,1
2127,72,97,1,0,3324,3633,3099,3854,21385,20830,17911,17764,0,0,20477,3,2,5
2128,72,98,1,1,3328,3638,3103,3854,21373,20814,18109,17692,0,0,20481,5,1,1
2129,72,98,1,0,3321,3632,3095,3846,21469,20708,18052,17609,0,0,20480,1,4,2
2130,72,95,1,0,3324,3641,3101,3853,21314,20678,18105,17695,0,0,20475,5,2,1
2131,72,94,1,0,3330,3628,3097,3858,21450,20788,17930,17629,0,0,20487,4,1,2
2132,72,95,1,0,3329,3635,3091,3846,21327,20870,18054,17719,0,0,20472,4,3,5
2133,72,98,1,0,3334,3641,3103,3853,21371,20721,17875,17578,0,0,20472,4,3,3
2134,72,94,1,0,3325,3631,3098,3848,21348,20720,17813,17723,0,0,20484,1,2,3
2135,72,94,1,0,3327,3634,3098,3853,21409,20760,17864,17673,0,0,20476,1,1,4
2136,72,95,1,1,3318,3638,3097,3858,21240,20651,17908,17570,0,0,20474,2,1,4
2137,72,96,1,0,3318,3637,3099,3857,21368,20737,17873,17557,0,0,20485,5,2,4
2138,72,98,1,0,3333,3637,3087,3845,21396,20631,17981,17551,1,0,20483,2,3,3
2139,72,98,1,0,3328,3638,3094,3851,21408,20815,17852,17577,0,0,20485,3,5,3
2140,72,97,1,0,3328,3627,3091,3851,21212,20747,17829,17608,0,0,20474,3,1,2
2141,72,97,1,0,3323,3625,3092,3851,21247,20700,17997,17683,0,0,20472,4,4,5
2142,72,97,1,0,3333,3633,3101,3850,21331,20737,18024,17583,0,0,20483,4,4,2
2143,72,94,1,0,3331,3629,3087,3843,21210,20764,17768,17559,0,0,20483,3,1,1
2144,72,96,1,1,3327,3624,3094,3846,21218,20785,18051,17524,0,0,20481,5,1,2
2145,72,97,1,0,3326,3636,3092,3842,21234,20743,17923,17688,0,0,20485,5,4,5
2146,72,94,1,0,3317,3629,3089,3852,21161,20652,17805,17671,0,0,20476,2,1,4
2147,72,97,1,0,3322,3625,3089,3846,21366,20743,17758,17686,0,0,20475,4,4,5
2148,72,96,1,0,3328,3627,3096,3846,21205,20593,17934,17592,0,0,20474,3,2,2
2149,72,95,1,0,3316,3623,3091,3849,21161,20744,17769,17582,0,0,20477,1,5,2
2150,72,98,1,0,3331,3625,3087,3849,21363,20575,17983,17648,0,0,20485,4,5,3
2151,72,96,1,0,3317,3628,3094,3855,21370,20752,17940,17584,0,1,20486,3,3,3
2152,72,94,1,1,3331,3636,3096,3843,21267,20610,18009,17654,0,0,20474,1,4,1
2153,72,94,1,0,3323,3625,3091,3852,21225,20619,17779,17533,0,0,20485,4,3,3
2154,72,97,1,0,3326,3638,3085,3849,21196,20662,17897,17645,0,0,20484,4,4,5
2155,72,95,1,0,3327,3631,3098,3846,21234,20767,17843,17652,0,0,20472,1,1,2
2156,72,94,1,0,3317,3632,3088,3849,21350,20587,17956,17487,0,0,20480,3,2,2
2157,72,94,1,0,3322,3622,3092,3855,21272,20642,17895,17514,0,0,20481,4,5,1
2158,72,96,1,0,3321,3624,3088,3850,21114,20703,17791,17501,0,0,20488,2,4,3
2159,72,97,1,0,3327,3634,3089,3848,21172,20538,17752,17640,0,0,20475,2,2,4
2160,72,97,1,1,3315,3633,3086,3852,21114,20745,17855,17605,0,0,20488,2,4,4
2161,72,95,1,0,3316,3624,3094,3846,21184,20724,17981,17602,0,0,20472,4,2,5
2162,72,97,1,0,3329,3635,3096,3846,21233,20669,17762,17509,0,0,20487,5,3,1
2163,72,98,1,0,3319,3623,3088,3838,21188,20672,17937,17517,0,1,20480,2,4,5
2164,72,95,1,0,3329,3636,3092,3842,21286,20583,17879,17565,0,0,20488,5,1,5
2165,72,95,1,0,3317,3622,3088,3839,21185,20651,17870,17440,0,0,20477,3,4,3
2166,72,98,1,0,3328,3624,3082,3841,21150,20640,17737,17612,0,0,20481,4,1,5
2167,72,95,1,0,3323,3621,3083,3850,21206,20580,17892,17489,0,0,20485,5,2,5
2168,72,97,1,1,3315,3627,3091,3851,21128,20663,17876,17510,0,0,20478,1,5,5
2169,72,98,1,0,3312,3623,3093,3842,21190,20552,17844,17529,0,0,20477,3,4,4
2170,72,94,1,0,3327,3634,3097,3837,21175,20524,17850,17576,0,0,20473,4,5,3
2171,72,95,1,0,3326,3624,3095,3836,21117,20539,17674,17577,0,0,20486,1,5,3
2172,72,96,1,0,3325,3622,3081,3845,21035,20472,17701,17487,0,0,20478,5,1,2
2173,72,98,1,0,3314,3623,3088,3846,21038,20638,17850,17532,0,0,20472,2,2,2
2174,72,94,1,0,3324,3627,3095,3840,21062,20569,17698,17529,0,0,20486,2,3,3
2175,72,97,1,0,3325,3620,3093,3844,21175,20565,17831,17405,0,0,20481,5,4,2
2176,72,98,1,1,3314,3630,3089,3838,21241,20647,17679,17556,0,0,20481,1,1,3
2177,72,95,1,0,3325,3626,3089,3839,21061,20657,17787,17450,0,0,20483,5,4,1
2178,72,94,1,0,3323,3627,3082,3845,21115,20602,17613,17484,0,0,20473,2,5,3
2179,72,97,1,0,3313,3621,3092,3846,21195,20434,17848,17502,0,0,20478,4,2,5
2180,72,98,1,0,3317,3623,3087,3844,21009,20413,17670,17462,0,0,20483,5,3,4
2181,72,98,1,0,3309,3621,3082,3838,21197,20493,17624,17387,0,0,20483,4,1,3
2182,72,97,1,0,3319,3631,3090,3845,20994,20589,17856,17374,0,0,20474,4,2,1
2183,72,96,1,0,3323,3622,3088,3841,21019,20582,17664,17432,0,0,20483,2,5,5
2184,72,95,1,1,3316,3631,3088,3843,21062,20479,17861,17447,0,0,20478,5,2,1
2185,72,98,1,0,3321,3627,3079,3845,21187,20412,17866,17442,0,0,20479,2,3,2
2186,72,95,1,0,3317,3628,3084,3840,21111,20536,17701,17404,1,0,20479,4,4,1
2187,72,96,1,0,3316,3615,3087,3847,21085,20557,17712,17506,0,0,20488,3,1,2
2188,72,97,1,0,3322,3619,3089,3847,21147,20544,17574,17468,0,0,20478,3,4,3
2189,72,96,1,0,3312,3622,3090,3832,21116,20506,17616,17437,0,0,20475,3,2,1
2190,72,96,1,0,3320,3625,3082,3831,21082,20378,17802,17352,0,0,20485,3,2,4
2191,72,94,1,0,3310,3621,3080,3832,20957,20562,17749,17387,0,1,20482,4,3,2
2192,72,95,1,1,3319,3619,3082,3836,20972,20551,17825,17444,0,0,20482,4,4,2
2193,72,98,1,0,3305,3624,3078,3838,20983,20560,17617,17409,0,0,20487,5,4,2
2194,72,97,1,0,3312,3612,3085,3839,21104,20382,17767,17435,0,0,20477,1,3,4
2195,72,98,1,0,3320,3613,3087,3844,21001,20569,17728,17479,0,0,20476,5,4,1
2196,72,94,1,0,3308,3619,3075,3837,20988,20340,17738,17355,0,0,20487,2,5,3
2197,72,96,1,0,3318,3622,3076,3833,21133,20499,17596,17433,0,0,20480,4,3,5
2198,72,98,1,0,3308,3626,3085,3830,21041,20418,17633,17383,0,0,20479,4,4,4
2199,72,97,1,0,3312,3626,3073,3839,20974,20446,17641,17428,0,0,20486,2,2,4
2200,72,96,1,1,3315,3618,3084,3833,21093,20383,17765,17436,0,0,20478,4,3,4
2201,72,95,1,0,3308,3615,3076,3828,20937,20324,17745,17336,0,0,20484,5,2,4
2202,72,98,1,0,3317,3621,3085,3829,21062,20358,17503,17438,0,0,20488,3,5,2
2203,72,98,1,0,3311,3618,3076,3837,21019,20336,17556,17276,0,0,20487,4,4,5
2204,72,96,1,0,3312,3620,3075,3842,21001,20424,17769,17269,0,0,20474,5,5,3
2205,72,98,1,0,3317,3624,3084,3830,20912,20304,17525,17436,0,0,20487,1,2,3
2206,72,96,1,0,3301,3624,3078,3827,20940,20409,17564,17382,0,0,20487,4,5,2
2207,72,96,1,0,3301,3618,3070,3831,21010,20486,17513,17290,0,0,20475,5,2,1
2208,72,95,1,1,3308,3614,3070,3828,20998,20470,17706,17334,0,0,20475,5,5,2
2209,72,97,1,0,3308,3607,3075,3831,20862,20479,17646,17358,0,0,20477,1,1,3
2210,72,94,1,0,3302,3617,3073,3836,20956,20314,17654,17272,0,0,20475,2,5,4
2211,72,97,1,0,3304,3610,3083,3834,20902,20314,17495,17328,0,0,20488,5,5,1
2212,72,95,1,0,3313,3619,3081,3827,21002,20413,17556,17248,0,0,20480,3,4,2
2213,72,97,1,0,3309,3606,3068,3837,20896,20256,17681,17361,0,0,20481,5,1,4
2214,72,97,1,0,3306,3617,3079,3827,20895,20286,17579,17251,0,0,20487,1,2,1
2215,72,96,1,0,3300,3610,3083,3831,20845,20244,17682,17384,1,0,20476,2,3,2
2216,72,98,1,1,3300,3610,3074,3830,20805,20387,17620,17284,0,0,20479,1,3,4
2217,72,95,1,0,3308,3619,3075,3834,20977,20226,17649,17230,0,0,20477,1,1,2
2218,72,94,1,0,3300,3604,3074,3825,20969,20406,17644,17202,0,0,20479,2,2,3
2219,72,98,1,0,3300,3619,3075,3826,20806,20276,17447,17196,0,0,20486,4,3,3
2220,72,98,1,0,3302,3614,3072,3820,20785,20406,17593,17311,0,0,20485,3,4,1
2221,72,97,1,0,3307,3609,3075,3821,20907,20237,17523,17274,0,0,20475,2,3,4
2222,72,95,1,0,3299,3607,3067,3827,20897,20281,17655,17282,0,0,20482,5,4,5
2223,72,95,1,0,3301,3617,3074,3824,20770,20230,17448,17235,0,0,20474,3,2,3
2224,72,96,1,1,3309,3601,3069,3821,20982,20264,17540,17227,0,0,20475,5,5,3
2225,72,98,1,0,3306,3612,3063,3821,20749,20313,17407,17304,0,0,20477,2,3,1
2226,72,98,1,0,3299,3613,3069,3828,20808,20387,17615,17234,0,0,20484,3,2,1
2227,72,97,1,0,3300,3607,3070,3828,20915,20172,17437,17280,0,0,20485,3,2,5
2228,72,98,1,0,3296,3608,3077,3830,20727,20183,17473,17318,0,0,20486,2,3,2
2229,72,98,1,0,3307,3614,3066,3832,20722,20196,17611,17269,0,0,20474,5,5,4
2230,72,97,1,0,3303,3614,3062,3829,20767,20329,17460,17152,0,0,20479,5,1,5
2231,72,94,1,0,3301,3607,3076,3822,20734,20207,17370,17194,0,0,20473,3,3,2
2232,72,96,1,1,3301,3598,3068,3822,20786,20358,17545,17150,0,0,20487,4,4,3
2233,72,97,1,0,3301,3604,3068,3817,20837,20270,17422,17240,0,0,20488,2,1,5
2234,72,97,1,0,3293,3597,3059,3823,20682,20223,17479,17164,0,0,20486,5,5,4
2235,72,95,1,0,3294,3603,3062,3829,20792,20255,17452,17152,0,0,20474,5,1,5
2236,72,94,1,0,3295,3596,3059,3829,20774,20341,17337,17210,0,0,20483,5,3,1
2237,72,98,1,0,3300,3597,3065,3823,20762,20220,17538,17266,0,0,20477,4,4,4
2238,72,96,1,0,3293,3601,3066,3824,20887,20112,17541,17126,0,0,20486,1,3,5
2239,72,97,1,0,3287,3601,3058,3827,20693,20219,17361,17144,0,0,20484,3,3,2
2240,72,96,1,1,3288,3604,3058,3817,20786,20291,17609,17161,1,0,20474,5,2,4
2241,72,98,1,0,3296,3606,3065,3814,20808,20270,17444,17126,0,0,20480,2,1,1
2242,72,94,1,0,3295,3601,3058,3810,20679,20202,17324,17129,0,1,20472,1,4,3
2243,72,94,1,0,3285,3599,3060,3818,20776,20140,17322,17079,0,0,20488,1,4,4
2244,72,95,1,0,3291,3601,3066,3815,20661,20266,17543,17155,0,0,20488,4,3,1
2245,72,98,1,0,3291,3591,3059,3809,20815,20051,17477,17138,0,0,20487,4,3,1
2246,72,95,1,0,3288,3606,3055,3820,20680,20146,17370,17164,0,0,20478,3,4,4
2247,72,98,1,0,3291,3594,3055,3821,20681,20188,17372,17226,0,0,20472,3,2,4
2248,72,94,1,1,3289,3605,3060,3809,20808,20119,17366,17058,0,0,20476,5,3,3
2249,72,97,1,0,3290,3591,3052,3818,20676,20220,17538,17112,0,0,20472,4,1,2
2250,72,97,1,0,3293,3594,3053,3821,20614,20125,17332,17043,0,0,20481,2,2,2
2251,72,96,1,0,3289,3592,3053,3816,20670,20098,17368,17058,0,0,20473,2,1,4
2252,72,97,1,0,3287,3589,3062,3808,20583,20081,17492,17156,0,1,20476,2,3,2
2253,72,97,1,0,3280,3601,3050,3819,20650,20031,17315,17146,0,0,20472,5,4,4
2254,72,95,1,0,3289,3592,3058,3811,20577,20005,17465,17151,0,0,20482,4,2,2
2255,72,96,1,0,3283,3599,3058,3814,20621,20190,17473,17074,0,0,20472,5,4,5
2256,72,97,1,1,3282,3590,3061,3803,20551,20049,17374,17157,0,0,20475,1,2,5
2257,72,94,1,0,3289,3601,3049,3808,20734,20208,17518,17094,0,0,20476,1,3,2
2258,72,97,1,0,3280,3587,3052,3804,20618,20075,17499,17001,0,0,20485,2,5,4
2259,72,96,1,0,3283,3597,3054,3811,20668,19982,17259,17144,0,0,20475,4,3,4
2260,72,95,1,0,3276,3587,3054,3808,20740,20151,17231,17133,0,0,20475,1,4,3
2261,72,96,1,0,3291,3584,3051,3801,20665,20118,17486,17118,0,0,20481,5,4,5
2262,72,98,1,0,3278,3588,3047,3805,20724,20054,17346,16977,0,0,20478,1,4,3
2263,72,98,1,0,3287,3596,3057,3808,20706,20079,17336,16982,0,0,20480,4,4,5
2264,72,97,1,1,3284,3585,3055,3808,20715,20072,17370,16990,0,0,20478,1,2,1
2265,72,97,1,0,3289,3581,3057,3798,20587,20092,17184,17004,0,0,20482,4,2,2
2266,72,97,1,0,3288,3593,3044,3804,20703,19943,17224,17121,1,0,20478,3,5,3
2267,72,96,1,0,3286,3592,3052,3809,20677,20082,17332,16967,0,0,20474,2,2,2
2268,72,96,1,0,3280,3593,3048,3811,20639,19944,17401,17097,0,0,20485,5,4,5
2269,72,98,1,0,3279,3591,3049,3811,20548,20045,17158,16956,0,0,20482,1,5,5
2270,72,94,1,0,3275,3592,3044,3804,20466,20101,17226,16979,0,0,20473,4,4,2
2271,72,97,1,0,3273,3588,3054,3796,20665,19931,17227,17065,0,0,20481,2,3,3
2272,72,98,1,1,3281,3592,3053,3807,20493,20039,17204,17036,0,0,20482,3,2,5
2273,72,94,1,0,3273,3585,3049,3804,20616,20110,17307,16941,0,0,20478,4,3,2
2274,72,95,1,0,3280,3577,3040,3805,20563,19891,17212,16976,0,0,20480,5,3,3
2275,72,95,1,0,3270,3577,3044,3803,20639,19964,17302,17053,0,0,20483,4,3,5
2276,72,94,1,0,3276,3587,3043,3800,20599,20020,17262,17028,0,0,20477,5,1,5
2277,72,96,1,0,3274,3580,3050,3796,20534,19860,17346,17033,0,0,20487,4,5,2
2278,72,94,1,0,3281,3585,3044,3806,20638,19856,17358,17033,0,0,20483,3,3,4
2279,72,97,1,0,3270,3579,3037,3798,20459,19856,17381,16904,0,0,20477,4,4,1
2280,72,98,1,1,3271,3572,3034,3791,20406,20045,17173,17002,0,0,20482,5,1,1
2281,72,96,1,0,3279,3571,3034,3793,20539,20010,17211,16974,0,0,20478,2,1,5
2282,72,96,1,0,3265,3580,3036,3796,20515,19935,17220,16914,0,0,20480,3,3,1
2283,72,95,1,0,3267,3584,3041,3803,20565,19990,17345,16904,0,0,20487,1,4,4
2284,72,95,1,0,3267,3581,3036,3788,20540,19838,17105,16871,0,0,20488,4,5,5
2285,72,97,1,0,3268,3583,3045,3799,20493,19902,17137,17021,0,0,20481,4,3,3
2286,72,98,1,0,3266,3576,3046,3795,20582,20019,17145,16960,0,0,20478,5,5,4
2287,72,98,1,0,3271,3582,3038,3791,20460,19823,17142,16905,0,0,20487,1,1,4
2288,72,97,1,1,3263,3567,3043,3792,20487,19977,17163,16864,0,0,20483,5,5,4
2289,72,95,1,0,3272,3567,3030,3799,20497,19855,17065,16830,0,0,20477,3,5,4
2290,72,97,1,0,3267,3572,3033,3787,20448,19944,17200,16945,0,0,20485,3,3,1
2291,72,96,1,0,3265,3571,3034,3797,20402,19806,17256,16946,0,0,20483,3,5,3
2292,72,97,1,0,3258,3577,3042,3784,20368,19985,17226,16833,0,0,20474,1,5,1
2293,72,97,1,0,3259,3576,3031,3784,20475,19843,17211,16940,0,0,20474,2,3,3
2294,71,97,1,0,3263,3563,3039,3784,20370,19829,17016,16826,0,0,20488,4,5,5
2295,71,97,1,0,3256,3565,3039,3790,20447,19744,17291,16794,0,0,20488,5,1,1
2296,71,95,1,1,3263,3562,3037,3784,20401,19780,17204,16942,0,0,20487,3,2,5
2297,71,94,1,0,3269,3569,3031,3782,20469,19821,17142,16803,1,1,20483,2,5,1
2298,71,97,1,0,3258,3574,3025,3792,20452,19748,17108,16790,0,0,20480,3,4,5
2299,71,98,1,0,3268,3566,3035,3781,20437,19890,17268,16785,0,0,20473,2,1,3
2300,71,96,1,0,3253,3565,3025,3783,20311,19744,17007,16771,0,0,20483,5,2,1
2301,71,98,1,0,3261,3570,3030,3786,20284,19891,17129,16754,0,0,20476,5,3,1
2302,71,98,1,0,3262,3564,3028,3776,20307,19738,17245,16847,0,0,20483,5,4,4
2303,71,98,1,0,3255,3561,3022,3777,20285,19702,16967,16793,0,0,20474,3,3,2
2304,71,97,1,1,3259,3561,3034,3787,20224,19900,17166,16842,0,0,20474,4,1,5
2305,71,95,1,0,3262,3566,3033,3781,20305,19782,17058,16892,0,0,20488,4,4,5
2306,71,96,1,0,3254,3560,3020,3779,20389,19722,17087,16817,0,0,20479,3,3,1
2307,71,95,1,0,3249,3563,3020,3774,20380,19700,16991,16751,0,0,20479,4,2,1
2308,71,97,1,0,3259,3566,3018,3773,20387,19641,17150,16789,0,0,20474,3,5,1
2309,71,97,1,0,3250,3556,3025,3778,20193,19854,17055,16752,0,0,20483,2,5,5
2310,71,95,1,0,3259,3567,3017,3771,20260,19668,17202,16843,0,0,20486,1,5,1
2311,71,97,1,0,3247,3555,3021,3771,20168,19780,16983,16706,0,0,20475,4,5,4
2312,71,95,1,1,3256,3564,3018,3777,20365,19652,17123,16811,0,0,20480,5,5,3
2313,71,95,1,0,3245,3561,3021,3776,20378,19620,17133,16854,0,0,20483,2,2,2
2314,71,96,1,0,3249,3564,3019,3778,20169,19722,17192,16720,0,0,20481,5,5,1
2315,71,96,1,0,3246,3560,3012,3776,20331,19743,17130,16785,0,0,20472,3,3,1
2316,71,96,1,0,3251,3563,3023,3775,20332,19741,16929,16729,0,0,20484,2,5,4
2317,71,98,1,0,3245,3556,3025,3780,20304,19752,16954,16794,0,0,20479,3,1,4
2318,71,94,1,0,3239,3550,3014,3765,20144,19769,16971,16693,0,0,20476,5,1,5
2319,71,98,1,0,3251,3545,3020,3763,20339,19701,16960,16729,0,0,20477,2,5,4
2320,71,95,1,1,3241,3546,3016,3775,20112,19579,16984,16695,0,0,20482,5,3,1
2321,71,98,1,0,3242,3544,3011,3764,20309,19744,16859,16649,0,0,20486,1,5,4
2322,71,95,1,0,3245,3553,3007,3761,20322,19549,16955,16799,0,0,20484,2,4,2
2323,71,97,1,0,3238,3542,3019,3762,20191,19673,17111,16689,0,0,20472,3,4,3
2324,71,96,1,0,3243,3545,3017,3763,20107,19638,16887,16627,0,0,20482,4,1,1
