uptime_s,die_temp_C,sleep_pct,load1,load2,tmp117_0_C,tmp117_1_C,tmp117_2_C,tmp117_3_C,bpx65_a_V,bpx65_b_V,bpw34_a_V,bpw34_b_V,n3163_a,n3163_b,adr4525_V
1574,28,96,1,0,22.4141,24.7109,20.6328,26.4531,2.67925,2.61125,2.2415,2.209,0,0,2.559125
1575,28,96,1,0,22.4453,24.8359,20.5547,26.4453,2.66875,2.6,2.23325,2.222125,0,0,2.559
1576,28,94,1,1,22.3828,24.7891,20.6484,26.5,2.693125,2.611,2.242375,2.213625,0,0,2.560375
1577,28,95,1,0,22.3906,24.75,20.5859,26.5312,2.68325,2.59125,2.253625,2.22025,0,0,2.56075
1578,28,96,1,0,22.3672,24.8203,20.6328,26.5078,2.669125,2.615625,2.264875,2.222375,0,0,2.56
1579,28,96,1,0,22.3984,24.8125,20.6484,26.6016,2.687125,2.615875,2.243875,2.2225,0,0,2.5605
1580,28,96,1,0,22.4297,24.8359,20.6641,26.5859,2.691625,2.593625,2.246,2.2095,0,0,2.56025
1581,28,97,1,0,22.4844,24.8125,20.6484,26.5234,2.681625,2.617875,2.266375,2.209125,0,0,2.55975
1582,28,98,1,0,22.4219,24.8984,20.6484,26.5703,2.68675,2.59725,2.245125,2.22,0,0,2.560625
1583,28,98,1,0,22.5,24.875,20.7422,26.5625,2.688375,2.613625,2.27125,2.22325,0,0,2.560125
1584,29,97,1,1,22.5391,24.9297,20.7578,26.5625,2.695875,2.610625,2.24925,2.213625,0,0,2.560375
1585,29,96,1,0,22.5078,24.9375,20.6875,26.6172,2.68625,2.61675,2.272625,2.215625,0,0,2.559125
1586,29,94,1,0,22.5859,24.9609,20.7812,26.6719,2.684,2.618,2.268375,2.227,0,0,2.559
1587,29,98,1,0,22.5469,24.9766,20.7656,26.7031,2.677375,2.613375,2.273875,2.221625,0,0,2.559125
1588,29,96,1,0,22.6016,25.0156,20.8203,26.625,2.6845,2.622625,2.243375,2.224125,0,0,2.559625
1589,29,98,1,0,22.5703,24.9531,20.8047,26.7031,2.695875,2.616875,2.262625,2.216125,0,0,2.56
1590,29,95,1,0,22.5781,24.9609,20.7422,26.7344,2.670875,2.603875,2.261625,2.2165,0,0,2.56
1591,29,95,1,0,22.5938,24.9844,20.7344,26.6797,2.68975,2.6045,2.245375,2.22825,0,0,2.559
1592,29,95,1,1,22.6484,25.0469,20.7734,26.7109,2.694875,2.614375,2.266375,2.2195,0,0,2.56
1593,29,98,1,0,22.6641,25.0469,20.7969,26.7109,2.68525,2.627875,2.26875,2.21275,0,0,2.560875
1594,29,94,1,0,22.6797,25.0156,20.875,26.75,2.68,2.616,2.250125,2.224125,0,0,2.560375
1595,29,96,1,0,22.6406,25.1016,20.8672,26.8125,2.678125,2.607125,2.265875,2.231375,0,1,2.560125
1596,29,94,1,0,22.6406,25.0,20.9219,26.8125,2.681875,2.616375,2.254125,2.234875,0,0,2.559
1597,29,96,1,0,22.6562,25.0156,20.8281,26.7188,2.69,2.603375,2.2555,2.228625,0,0,2.560625
1598,29,95,1,0,22.6562,25.1094,20.8281,26.8047,2.689,2.617875,2.265,2.21875,0,0,2.560375
1599,29,95,1,0,22.6406,25.1406,20.9609,26.7734,2.68575,2.626625,2.2635,2.23475,0,0,2.560375
1600,29,96,1,1,22.6953,25.0547,20.8672,26.875,2.692875,2.60525,2.258875,2.218625,0,0,2.560375
1601,29,94,1,0,22.6953,25.1328,20.8828,26.7656,2.68875,2.610625,2.27775,2.227625,0,0,2.560375
1602,29,96,1,0,22.6797,25.0781,21.0,26.8828,2.702375,2.61225,2.256625,2.231875,0,0,2.56
1603,29,94,1,0,22.7031,25.1016,20.9141,26.8047,2.701375,2.60575,2.250375,2.21575,1,0,2.559125
1604,29,97,1,0,22.7656,25.1328,20.9219,26.9062,2.700125,2.627,2.257875,2.23475,0,0,2.56
1605,29,96,1,0,22.75,25.1875,20.9844,26.8594,2.698625,2.626375,2.276,2.23775,0,0,2.559375
1606,29,96,1,0,22.8438,25.25,20.9766,26.8672,2.687625,2.617125,2.247125,2.219125,0,0,2.559625
1607,29,94,1,0,22.8359,25.2109,20.9609,26.9531,2.690875,2.61825,2.28175,2.23875,0,0,2.56025
1608,29,96,1,1,22.7656,25.2422,21.0625,26.9453,2.681875,2.611,2.24925,2.223125,0,0,2.560375
1609,29,94,1,0,22.7812,25.2266,21.0547,26.9375,2.70825,2.61925,2.278125,2.22875,0,0,2.5605
1610,29,96,1,0,22.7969,25.2812,20.9844,26.9219,2.680625,2.62425,2.2615,2.236375,0,0,2.561
1611,29,98,1,0,22.8438,25.2812,21.0625,26.9453,2.68525,2.62175,2.276375,2.23775,0,0,2.559125
1612,29,94,1,0,22.9297,25.2734,21.0078,27.0078,2.6875,2.625375,2.2765,2.22675,0,0,2.561
1613,29,94,1,0,22.8281,25.2422,21.0547,27.0156,2.686125,2.635625,2.270125,2.231375,0,0,2.561
1614,29,96,1,0,22.9297,25.2578,21.1094,27.0312,2.702875,2.611375,2.253875,2.236125,0,0,2.559
1615,29,95,1,0,22.9531,25.2969,21.1562,26.9766,2.696125,2.63875,2.283375,2.229875,0,0,2.56075
1616,29,94,1,1,22.8594,25.2891,21.1641,27.0547,2.69575,2.635,2.271875,2.22425,0,0,2.559625
1617,29,96,1,0,22.9297,25.3281,21.1094,27.0781,2.68525,2.621125,2.255125,2.23425,0,0,2.559375
1618,29,96,1,0,22.9688,25.2969,21.1406,27.0625,2.6975,2.64025,2.279625,2.2265,0,0,2.5605
1619,29,98,1,0,23.0,25.2891,21.1406,27.1094,2.684875,2.639625,2.262875,2.238125,0,0,2.560125
1620,29,98,1,0,23.0234,25.3125,21.2031,27.0938,2.70125,2.633875,2.25475,2.223875,0,0,2.5605
1621,29,95,1,0,22.9609,25.3984,21.1562,27.0391,2.712125,2.621375,2.262375,2.228625,0,0,2.560875
1622,29,95,1,0,22.9531,25.3672,21.2188,27.0469,2.693125,2.63175,2.2685,2.235125,0,0,2.559
1623,29,98,1,0,23.0312,25.4297,21.2344,27.1484,2.707875,2.635875,2.253625,2.2395,1,0,2.55975
1624,29,96,1,1,23.0625,25.4453,21.1562,27.1406,2.714875,2.621875,2.27175,2.245,0,0,2.561
1625,29,98,1,0,23.0859,25.3828,21.2266,27.1797,2.68825,2.6415,2.279875,2.2345,0,0,2.559375
1626,29,94,1,0,23.0859,25.4297,21.25,27.1328,2.697625,2.619875,2.2875,2.236375,0,0,2.560125
1627,29,96,1,0,23.1016,25.5,21.25,27.1484,2.705375,2.634875,2.27,2.2315,0,0,2.55925
1628,29,95,1,0,23.0312,25.5,21.25,27.2031,2.70775,2.6235,2.2825,2.234125,0,0,2.559
1629,29,95,1,0,23.0156,25.4531,21.3359,27.1484,2.711,2.624125,2.271375,2.242,0,0,2.559625
1630,29,98,1,0,23.1172,25.4766,21.3047,27.1484,2.71675,2.620875,2.27225,2.2395,0,0,2.56025
1631,29,98,1,0,23.0703,25.4375,21.3281,27.1406,2.692125,2.64475,2.26525,2.233375,0,0,2.5605
1632,29,98,1,1,23.0625,25.4922,21.375,27.1953,2.697,2.64375,2.26875,2.230375,0,0,2.560875
1633,29,95,1,0,23.125,25.5859,21.2656,27.1953,2.70525,2.64625,2.265,2.249375,0,0,2.5595
1634,29,98,1,0,23.1328,25.5547,21.2891,27.2422,2.6945,2.637875,2.285625,2.242,0,0,2.560125
1635,29,98,1,0,23.1797,25.5078,21.3984,27.2344,2.71875,2.628375,2.2685,2.246875,0,1,2.559125
1636,29,97,1,0,23.1328,25.6172,21.3594,27.3203,2.721375,2.6275,2.291625,2.230875,0,0,2.560875
1637,29,97,1,0,23.2031,25.5938,21.3828,27.2188,2.705375,2.64175,2.282,2.24025,0,0,2.560875
1638,29,96,1,0,23.125,25.6406,21.4141,27.2812,2.71625,2.63225,2.265,2.2415,0,0,2.559875
1639,29,96,1,0,23.1641,25.5938,21.4141,27.3359,2.6995,2.63925,2.279125,2.25,0,0,2.559875
1640,29,96,1,1,23.1562,25.6641,21.4688,27.2891,2.7075,2.6365,2.27675,2.248,0,0,2.560125
1641,29,98,1,0,23.1562,25.6172,21.3828,27.2891,2.70425,2.63675,2.282875,2.23625,0,0,2.55975
1642,29,97,1,0,23.1719,25.5938,21.375,27.3125,2.717125,2.62325,2.296875,2.243625,0,0,2.559
1643,29,97,1,0,23.2031,25.6016,21.4766,27.3203,2.709375,2.63375,2.28975,2.231125,0,0,2.559375
1644,29,97,1,0,23.2734,25.6953,21.5156,27.3672,2.7055,2.638375,2.261125,2.253,0,0,2.561
1645,29,97,1,0,23.2031,25.6484,21.4844,27.3438,2.717125,2.62225,2.283875,2.245125,0,0,2.56
1646,29,95,1,0,23.2969,25.6875,21.5312,27.4062,2.7165,2.637,2.293,2.24375,0,0,2.56025
1647,29,97,1,0,23.2266,25.6328,21.4688,27.4297,2.69775,2.648875,2.266625,2.237375,0,0,2.559375
1648,29,98,1,1,23.2422,25.7031,21.5625,27.3906,2.72575,2.643,2.2715,2.238,0,0,2.559
1649,29,96,1,0,23.3203,25.6953,21.5156,27.3672,2.721625,2.635125,2.261875,2.2435,0,0,2.560125
1650,29,95,1,0,23.3047,25.7422,21.5156,27.4844,2.705625,2.65225,2.29275,2.243,0,1,2.559375
1651,29,98,1,0,23.2969,25.7031,21.5469,27.375,2.69775,2.6485,2.299125,2.239875,0,0,2.560375
1652,29,95,1,0,23.3359,25.8047,21.5312,27.4062,2.704625,2.624125,2.2845,2.24975,0,0,2.56075
1653,29,95,1,0,23.4062,25.75,21.5234,27.4922,2.72775,2.636,2.286625,2.24175,0,0,2.559
1654,29,95,1,0,23.4297,25.7734,21.6094,27.5312,2.72875,2.649875,2.293,2.248875,0,0,2.561
1655,29,96,1,0,23.3203,25.7891,21.6328,27.4531,2.70325,2.626375,2.267,2.2435,0,0,2.56025
1656,29,96,1,1,23.3516,25.7734,21.5312,27.5547,2.712875,2.650875,2.28225,2.236375,0,0,2.561
1657,29,94,1,0,23.4141,25.8047,21.5859,27.4688,2.717125,2.637875,2.273375,2.247,0,0,2.560625
1658,29,96,1,0,23.4297,25.8203,21.6641,27.5156,2.719875,2.62925,2.281125,2.2555,0,0,2.56075
1659,29,98,1,0,23.4688,25.7812,21.6797,27.5859,2.723625,2.6515,2.296,2.2525,0,0,2.560625
1660,29,96,1,0,23.4297,25.8438,21.6641,27.5469,2.7215,2.65525,2.28175,2.252875,0,0,2.56075
1661,29,94,1,0,23.4609,25.8984,21.6641,27.6094,2.729,2.655125,2.286,2.241375,0,0,2.56025
1662,29,97,1,0,23.4453,25.9141,21.7031,27.5547,2.710125,2.6465,2.27825,2.257875,0,0,2.559625
1663,29,98,1,0,23.5156,25.9219,21.6641,27.5547,2.703,2.646625,2.270375,2.24725,0,0,2.56025
1664,29,98,1,1,23.4531,25.875,21.7422,27.5391,2.7245,2.636375,2.27025,2.23725,0,0,2.560375
1665,29,94,1,0,23.5,25.8359,21.7578,27.625,2.73125,2.64125,2.2955,2.253,0,0,2.560875
1666,30,94,1,0,23.5156,25.8594,21.7344,27.6406,2.731625,2.6295,2.292125,2.24925,0,0,2.55975
1667,30,95,1,0,23.5703,25.9219,21.6562,27.5859,2.721625,2.6535,2.298,2.26,0,0,2.5605
1668,30,96,1,0,23.5625,25.9531,21.7031,27.6406,2.717625,2.65225,2.2855,2.2535,0,0,2.559875
1669,30,97,1,0,23.4922,25.8906,21.7891,27.7031,2.70925,2.635625,2.289875,2.2465,0,0,2.56075
1670,30,98,1,0,23.5625,25.9062,21.7344,27.6094,2.732,2.6425,2.293125,2.249625,0,0,2.55975
1671,30,96,1,0,23.5625,25.9453,21.7031,27.6172,2.71125,2.649875,2.286875,2.25325,1,0,2.5595
1672,30,96,1,1,23.6328,26.0156,21.8281,27.6562,2.734625,2.651375,2.297125,2.25625,0,0,2.560375
1673,30,94,1,0,23.5938,25.9531,21.8281,27.6562,2.735625,2.649875,2.3,2.2395,0,0,2.56075
1674,30,98,1,0,23.6562,25.9844,21.7656,27.7109,2.730125,2.651625,2.29225,2.25025,0,0,2.559875
1675,30,95,1,0,23.625,25.9609,21.8203,27.6719,2.727,2.64875,2.29875,2.24325,0,0,2.560625
1676,30,96,1,0,23.6016,26.0625,21.8281,27.7188,2.721625,2.65325,2.2845,2.256125,0,0,2.560375
1677,30,98,1,0,23.6328,26.0391,21.7969,27.7109,2.717125,2.63525,2.305,2.24125,0,0,2.559625
1678,30,97,1,0,23.6016,25.9922,21.8281,27.7344,2.716125,2.644,2.281625,2.244875,0,0,2.559375
1679,30,97,1,0,23.6562,26.0703,21.875,27.7031,2.71375,2.656125,2.2985,2.253375,0,0,2.560125
1680,30,98,1,1,23.6016,26.1016,21.8359,27.7109,2.71425,2.652625,2.295625,2.256,0,0,2.559875
1681,30,97,1,0,23.6953,26.0312,21.9375,27.7422,2.7175,2.634625,2.27725,2.24475,0,0,2.559
1682,30,98,1,0,23.7266,26.1172,21.8359,27.8047,2.7185,2.64025,2.290875,2.26075,0,0,2.560875
1683,30,95,1,0,23.6328,26.1328,21.9141,27.8359,2.713625,2.656125,2.276,2.263625,0,0,2.559125
1684,30,94,1,0,23.7656,26.0469,21.9141,27.75,2.73775,2.639625,2.302125,2.264,1,0,2.561
1685,30,94,1,0,23.6797,26.0703,21.9141,27.8359,2.71625,2.659625,2.280375,2.248375,0,0,2.56075
1686,30,95,1,0,23.75,26.0703,21.9922,27.8672,2.726125,2.662625,2.309125,2.262125,0,0,2.56025
1687,30,95,1,0,23.7266,26.2031,21.9297,27.8984,2.731625,2.640875,2.276375,2.247125,0,0,2.560875
1688,30,98,1,1,23.7422,26.0938,22.0,27.8281,2.7405,2.650875,2.276875,2.260875,0,0,2.56
1689,30,98,1,0,23.7109,26.1016,22.0078,27.8672,2.729375,2.662375,2.305,2.244625,0,0,2.5595
1690,30,96,1,0,23.75,26.2109,21.9219,27.8125,2.7305,2.64975,2.294,2.262125,0,0,2.559375
1691,30,94,1,0,23.7422,26.1797,21.9531,27.8828,2.7115,2.637875,2.28025,2.2595,0,0,2.55925
1692,30,95,1,0,23.75,26.1797,22.0312,27.9297,2.71175,2.640375,2.3055,2.265,0,0,2.55925
1693,30,95,1,0,23.8516,26.1719,21.9531,27.9531,2.736625,2.658875,2.30025,2.246375,0,0,2.55975
1694,30,95,1,0,23.8672,26.1875,21.9609,27.9141,2.726875,2.6575,2.310625,2.25375,0,0,2.559125
1695,30,97,1,0,23.8047,26.2578,22.0781,27.9609,2.713625,2.6645,2.279625,2.257375,0,0,2.560875
1696,30,98,1,1,23.7734,26.2812,21.9766,27.8984,2.7275,2.654625,2.293625,2.259875,0,0,2.56075
1697,30,98,1,0,23.8359,26.2188,22.0547,27.8984,2.7345,2.644,2.29025,2.267,0,0,2.56025
1698,30,97,1,0,23.8828,26.2578,22.1172,27.9844,2.737625,2.641625,2.291,2.24825,0,0,2.559125
1699,30,96,1,0,23.9062,26.2656,22.0156,27.9453,2.7295,2.64975,2.283125,2.26125,0,0,2.5605
1700,30,97,1,0,23.8672,26.2188,22.0469,27.9766,2.7395,2.653125,2.288375,2.256875,0,0,2.560375
1701,30,94,1,0,23.875,26.3047,22.1094,28.0,2.73775,2.661875,2.29325,2.26875,0,0,2.560375
1702,30,95,1,0,23.9062,26.2578,22.0469,28.0312,2.721,2.647875,2.27725,2.2625,0,0,2.559875
1703,30,96,1,0,23.8594,26.2891,22.0547,28.0312,2.72025,2.641125,2.279375,2.262,0,1,2.55975
1704,30,95,1,1,23.9062,26.3359,22.1094,28.0469,2.729375,2.656875,2.287625,2.2625,0,0,2.559375
1705,30,95,1,0,23.8906,26.3828,22.0703,28.0625,2.73375,2.655875,2.282125,2.270125,0,0,2.56075
1706,30,94,1,0,24.0,26.3828,22.1797,28.0312,2.71675,2.663875,2.307375,2.252125,0,0,2.560375
1707,30,97,1,0,23.9922,26.3359,22.1172,28.0703,2.736875,2.64175,2.282625,2.2625,0,0,2.560375
1708,30,97,1,0,24.0078,26.3125,22.1562,28.0625,2.735875,2.670375,2.30975,2.254375,0,0,2.5605
1709,30,94,1,0,23.9609,26.4297,22.1328,28.1094,2.730875,2.6495,2.30125,2.265875,0,0,2.5605
1710,30,94,1,0,24.0391,26.3203,22.1484,28.0938,2.742875,2.65525,2.314875,2.263125,0,0,2.561
1711,30,95,1,0,23.9766,26.3984,22.2109,28.0938,2.743875,2.650125,2.28475,2.2655,0,0,2.55925
1712,30,98,1,1,23.9844,26.3672,22.2344,28.1406,2.7195,2.644,2.308,2.264375,0,0,2.56075
1713,30,97,1,0,24.0625,26.3828,22.1484,28.1406,2.74,2.663125,2.29125,2.26625,0,0,2.559375
1714,30,94,1,0,24.0312,26.3906,22.2734,28.1641,2.742875,2.671625,2.304125,2.2645,0,0,2.560375
1715,30,95,1,0,24.0938,26.4141,22.2031,28.1875,2.723125,2.64625,2.282875,2.2515,0,0,2.5595
1716,30,95,1,0,24.0,26.4844,22.2109,28.1328,2.742875,2.652875,2.290125,2.2605,0,0,2.559
1717,30,94,1,0,24.0,26.4219,22.1875,28.0938,2.72575,2.671,2.316125,2.2505,0,0,2.560375
1718,30,95,1,0,24.0234,26.4922,22.2891,28.1797,2.742625,2.6455,2.29625,2.256375,0,0,2.560875
1719,30,98,1,0,24.1172,26.5234,22.2891,28.2109,2.74425,2.654,2.281,2.26325,0,0,2.55925
1720,30,98,1,1,24.1328,26.5078,22.3125,28.2422,2.734625,2.662375,2.289375,2.255,0,0,2.56025
1721,30,97,1,0,24.0312,26.4922,22.2578,28.1406,2.7285,2.66475,2.287875,2.26375,0,1,2.56
1722,30,96,1,0,24.1484,26.4688,22.2578,28.1797,2.722375,2.666125,2.296125,2.264125,0,0,2.55975
1723,30,96,1,0,24.0703,26.5312,22.3516,28.1875,2.749,2.65525,2.28575,2.266875,0,0,2.560875
1724,30,97,1,0,24.1641,26.5625,22.3203,28.2344,2.7295,2.652625,2.284875,2.2565,0,0,2.559875
1725,30,98,1,0,24.1875,26.4688,22.2812,28.1797,2.73525,2.671625,2.282875,2.261625,0,0,2.559875
1726,30,94,1,0,24.1172,26.4766,22.3828,28.2188,2.725375,2.671625,2.29775,2.266125,0,0,2.561
1727,30,95,1,0,24.1875,26.5625,22.3594,28.2891,2.743375,2.649,2.302625,2.264875,0,0,2.560875
1728,30,94,1,1,24.1875,26.5234,22.3594,28.2891,2.7305,2.654375,2.3085,2.252625,1,0,2.560375
1729,30,97,1,0,24.1328,26.5312,22.4062,28.2109,2.729875,2.65025,2.28575,2.261,0,0,2.5595
1730,30,94,1,0,24.1328,26.6172,22.4219,28.3359,2.743375,2.650375,2.30275,2.256625,0,0,2.561
1731,30,98,1,0,24.2109,26.5703,22.3359,28.2422,2.747125,2.648125,2.316125,2.27375,0,0,2.55975
1732,30,98,1,0,24.1484,26.6172,22.3594,28.25,2.75125,2.6735,2.313875,2.266,0,0,2.56
1733,30,97,1,0,24.2109,26.6719,22.4062,28.3359,2.740375,2.6495,2.314625,2.2575,0,0,2.56
1734,30,98,1,0,24.2578,26.6562,22.4297,28.3516,2.7405,2.655125,2.29825,2.270375,0,0,2.5605
1735,30,98,1,0,24.2656,26.5859,22.4766,28.2656,2.74625,2.651125,2.2865,2.256125,0,0,2.5605
1736,30,96,1,1,24.1875,26.5938,22.4453,28.2734,2.7305,2.670875,2.288875,2.272375,0,0,2.559375
1737,30,96,1,0,24.2344,26.6641,22.5,28.3438,2.7365,2.665625,2.293375,2.258,0,0,2.560125
1738,30,97,1,0,24.3125,26.6641,22.5156,28.3125,2.74675,2.675125,2.296375,2.264375,0,0,2.560375
1739,30,98,1,0,24.2578,26.6875,22.4922,28.4219,2.746375,2.67525,2.289875,2.254875,0,0,2.56025
1740,30,98,1,0,24.2812,26.6641,22.4844,28.3516,2.725875,2.672,2.31775,2.259,0,0,2.560625
1741,30,96,1,0,24.2578,26.7266,22.5312,28.3672,2.728375,2.673,2.31075,2.2705,0,0,2.5605
1742,30,96,1,0,24.2969,26.7344,22.5234,28.4062,2.7445,2.655125,2.29825,2.2685,0,0,2.559375
1743,30,95,1,0,24.2734,26.6562,22.4531,28.3594,2.743,2.674125,2.310875,2.2775,0,0,2.5605
1744,30,95,1,1,24.3594,26.6719,22.4531,28.4219,2.750375,2.652125,2.295375,2.255625,0,0,2.56
1745,30,95,1,0,24.3125,26.6719,22.4688,28.4609,2.7515,2.675375,2.28875,2.269625,0,0,2.56
1746,30,97,1,0,24.375,26.75,22.4922,28.4141,2.7505,2.66225,2.3095,2.26825,0,0,2.561
1747,30,94,1,0,24.2891,26.7344,22.5625,28.4141,2.75075,2.6655,2.303,2.264,0,0,2.55925
1748,30,98,1,0,24.3906,26.7969,22.5234,28.5078,2.729125,2.670375,2.311,2.274375,0,0,2.559875
1749,30,94,1,0,24.3125,26.8203,22.5078,28.4609,2.74175,2.668125,2.315875,2.272875,0,0,2.559125
1750,30,94,1,0,24.3672,26.7578,22.5391,28.4844,2.73775,2.6805,2.313,2.26975,0,0,2.559
1751,30,96,1,0,24.4062,26.7656,22.6094,28.4141,2.7425,2.661,2.289125,2.269,0,0,2.561
1752,30,94,1,1,24.3828,26.7656,22.6328,28.4766,2.741625,2.67875,2.318625,2.26675,0,0,2.559125
1753,30,95,1,0,24.3984,26.7656,22.5781,28.5234,2.755875,2.677,2.28825,2.2635,0,0,2.559375
1754,30,96,1,0,24.4531,26.7656,22.6328,28.4766,2.750125,2.674625,2.321875,2.259375,0,0,2.56025
1755,30,94,1,0,24.3672,26.8672,22.6016,28.4609,2.745375,2.68,2.324,2.268375,0,0,2.559125
1756,30,97,1,0,24.4062,26.7812,22.5625,28.5469,2.75525,2.6795,2.2975,2.267,0,0,2.560125
1757,30,97,1,0,24.4453,26.875,22.6094,28.5391,2.734875,2.680375,2.321875,2.27625,0,0,2.5605
1758,30,98,1,0,24.4375,26.8828,22.6797,28.5625,2.7385,2.67375,2.316625,2.279125,0,0,2.559625
1759,30,95,1,0,24.3906,26.8203,22.6406,28.5078,2.735625,2.678125,2.307625,2.279875,0,0,2.559875
1760,30,97,1,1,24.5156,26.8516,22.7109,28.6094,2.728,2.672875,2.295625,2.26225,0,0,2.560375
1761,30,95,1,0,24.4609,26.8594,22.6484,28.6094,2.7325,2.678125,2.29875,2.277875,0,0,2.5605
1762,30,97,1,0,24.4297,26.8281,22.6484,28.5703,2.737875,2.659,2.310625,2.266625,0,0,2.55925
1763,30,95,1,0,24.5156,26.8281,22.6641,28.5391,2.746375,2.66975,2.324375,2.279125,0,1,2.560375
1764,30,96,1,0,24.5156,26.9219,22.6719,28.5938,2.737375,2.670625,2.2985,2.269875,0,0,2.561
1765,31,97,1,0,24.4531,26.9453,22.6719,28.6172,2.758375,2.68175,2.30475,2.2755,0,0,2.55925
1766,31,98,1,0,24.4922,26.9453,22.7188,28.6641,2.75425,2.674625,2.3165,2.278125,0,0,2.559875
1767,31,96,1,0,24.5078,26.9219,22.6875,28.5625,2.733125,2.6815,2.2975,2.27275,1,0,2.56025
1768,31,95,1,1,24.5234,26.9922,22.7031,28.6797,2.733625,2.67225,2.2985,2.2795,0,0,2.5595
1769,31,95,1,0,24.5,27.0,22.6875,28.5859,2.730375,2.668375,2.3235,2.27725,0,0,2.56
1770,31,97,1,0,24.4844,26.9844,22.6953,28.625,2.730625,2.661875,2.322625,2.264875,0,0,2.56025
1771,31,95,1,0,24.4922,26.9688,22.7344,28.6328,2.73,2.666125,2.305875,2.2815,0,0,2.559375
1772,31,95,1,0,24.5078,27.0156,22.7734,28.6562,2.73575,2.672,2.315375,2.262,0,0,2.560625
1773,31,95,1,0,24.6328,26.9453,22.75,28.7344,2.743375,2.670375,2.3255,2.264,0,0,2.55925
1774,31,96,1,0,24.6406,26.9844,22.7812,28.7188,2.744875,2.67775,2.30875,2.27125,0,1,2.560625
1775,31,97,1,0,24.5781,27.0312,22.8281,28.7109,2.745625,2.65975,2.32225,2.274125,0,0,2.560625
1776,31,96,1,1,24.5781,27.0,22.7812,28.75,2.73775,2.66775,2.29975,2.272125,0,0,2.559125
1777,31,96,1,0,24.5703,26.9766,22.8281,28.6953,2.752375,2.663875,2.322125,2.278875,0,0,2.56
1778,31,96,1,0,24.6562,27.0234,22.7969,28.6641,2.75375,2.669625,2.31625,2.276625,0,0,2.559375
1779,31,98,1,0,24.5938,26.9766,22.8125,28.6641,2.737375,2.662375,2.313125,2.271625,0,0,2.559375
1780,31,95,1,0,24.6562,27.0234,22.8438,28.7109,2.748625,2.665875,2.299,2.271125,0,0,2.560375
1781,31,95,1,0,24.6328,27.0234,22.8906,28.7578,2.74925,2.677875,2.293875,2.276375,0,0,2.559625
1782,31,96,1,0,24.6719,27.0938,22.8672,28.7031,2.756625,2.685375,2.309125,2.27425,0,0,2.55975
1783,31,96,1,0,24.6719,27.0547,22.8516,28.7109,2.75225,2.658375,2.319625,2.27125,0,0,2.56075
1784,31,97,1,1,24.6875,27.0078,22.8984,28.7578,2.753875,2.657875,2.297375,2.27825,0,0,2.560375
1785,31,97,1,0,24.6562,27.0469,22.875,28.7344,2.74025,2.66775,2.309875,2.271875,0,0,2.560375
1786,31,96,1,0,24.625,27.1328,22.8438,28.8359,2.75925,2.68375,2.301625,2.274,0,0,2.560125
1787,31,97,1,0,24.7188,27.0625,22.9219,28.8438,2.75225,2.670375,2.318,2.2685,0,0,2.559125
1788,31,95,1,0,24.6797,27.0781,22.9531,28.7812,2.746125,2.679375,2.304375,2.2765,0,0,2.56025
1789,31,95,1,0,24.7266,27.1094,22.9297,28.7578,2.7405,2.669625,2.3155,2.2635,0,0,2.56075
1790,31,98,1,0,24.7266,27.1797,22.9688,28.7734,2.74,2.663375,2.300125,2.28325,0,0,2.561
1791,31,95,1,0,24.7812,27.0859,22.8906,28.8281,2.741875,2.663375,2.321375,2.2615,0,0,2.56
1792,31,95,1,1,24.7031,27.1953,22.9531,28.7734,2.739625,2.665125,2.313,2.283,0,0,2.560375
1793,31,95,1,0,24.7109,27.0781,22.9141,28.8281,2.75775,2.67575,2.311625,2.270375,0,0,2.559875
1794,31,96,1,0,24.6953,27.125,22.8984,28.9062,2.762375,2.662625,2.305625,2.262375,0,0,2.560375
1795,31,94,1,0,24.7266,27.0938,22.9531,28.8906,2.740625,2.666375,2.300375,2.26825,0,0,2.5605
1796,31,97,1,0,24.8047,27.2188,22.9922,28.9141,2.736875,2.6655,2.32525,2.272625,1,0,2.560375
1797,31,97,1,0,24.75,27.1719,22.9531,28.8594,2.736875,2.67525,2.326875,2.2745,0,0,2.559625
1798,31,94,1,0,24.75,27.1172,23.0,28.8672,2.745875,2.6645,2.308125,2.264625,0,0,2.55925
1799,31,94,1,0,24.7422,27.1797,22.9375,28.8516,2.745375,2.67275,2.293375,2.28225,0,0,2.5605
1800,31,97,1,1,24.75,27.2578,23.0391,28.9062,2.738875,2.67625,2.3255,2.27775,0,0,2.559375
1801,31,96,1,0,24.7812,27.1719,23.0625,28.9688,2.742625,2.659125,2.32,2.26275,0,0,2.559
1802,31,95,1,0,24.7734,27.1641,23.0,28.8594,2.762125,2.6855,2.30675,2.262625,0,0,2.559
1803,31,97,1,0,24.7578,27.2188,22.9688,28.9375,2.7585,2.659875,2.318125,2.269125,0,0,2.559125
1804,31,94,1,0,24.8516,27.2812,23.0156,28.9219,2.742625,2.688375,2.328375,2.283875,0,0,2.55975
1805,31,97,1,0,24.875,27.25,23.0781,28.9531,2.736375,2.68475,2.315,2.268125,0,0,2.560125
1806,31,95,1,0,24.875,27.2422,23.0859,28.9453,2.739625,2.688,2.3215,2.264375,0,0,2.559875
1807,31,96,1,0,24.8906,27.25,23.0781,28.9219,2.741625,2.682,2.298375,2.27925,0,0,2.559125
