bpx65_a_V,bpx65_b_V
2.5885,2.5115
2.57625,2.49925
2.59425,2.513
2.597375,2.503625
2.569875,2.524
2.587375,2.518875
2.587125,2.51675
2.57425,2.522
2.57825,2.516
2.58975,2.512125
2.59425,2.511375
2.5795,2.508375
2.5925,2.517125
2.6035,2.524125
2.588625,2.52125
2.603375,2.52825
2.601375,2.532125
2.60475,2.515375
2.586875,2.52975
2.606125,2.52025
2.5885,2.514
2.58925,2.512
2.5875,2.54
2.59925,2.523125
2.59175,2.528375
2.598,2.53925
2.586125,2.51525
2.605,2.5305
2.61375,2.5445
2.611375,2.521375
2.603875,2.5375
2.606375,2.524875
2.597625,2.53125
2.5915,2.542125
2.598125,2.5435
2.605625,2.5465
2.618,2.5505
2.61875,2.545125
2.604375,2.534875
2.59625,2.543625
2.6015,2.526625
2.62675,2.544625
2.622,2.54875
2.61625,2.54425
2.607625,2.53225
2.608,2.543875
2.62425,2.530125
2.628125,2.53625
2.61775,2.539375
2.60975,2.557875
2.60375,2.557
2.615875,2.561625
2.61,2.54875
2.60575,2.5515
2.622125,2.547625
2.62025,2.545375
2.621875,2.550375
2.610125,2.554
2.619375,2.556875
2.632,2.53925
2.631375,2.55775
2.635,2.555375
2.61775,2.550625
2.636,2.5695
2.633375,2.54175
2.634,2.571875
2.642125,2.546
2.624125,2.559875
2.629875,2.555125
2.6455,2.568375
2.635875,2.5645
2.644125,2.55675
2.6325,2.56675
2.63675,2.566
2.648625,2.5765
2.64725,2.549
2.64725,2.56425
2.641625,2.55525
2.6265,2.57325
2.640375,2.562
2.631375,2.56025
2.64325,2.577375
2.639625,2.561125
2.6295,2.5575
2.629125,2.58125
2.643,2.576375
2.629625,2.576625
2.629375,2.578
2.657375,2.5635
2.643375,2.58575
2.642625,2.578
2.64875,2.58425
2.635875,2.588625
2.638,2.576625
2.65925,2.563375
2.658625,2.589
2.639875,2.5825
2.648875,2.586625
2.654,2.58425
2.646625,2.56775
2.63875,2.5865
2.657,2.57025
2.65575,2.579
2.640875,2.583125
2.668125,2.58975
2.663375,2.591375
2.669125,2.57475
2.6595,2.587875
2.65775,2.581125
2.657625,2.578875
2.65475,2.596875
2.664875,2.5755
2.65275,2.5935
2.664875,2.592
2.6695,2.583125
2.67,2.583625
2.664125,2.581
2.659875,2.57525
2.6505,2.576375
2.655625,2.58125
2.656125,2.60475
2.67425,2.60325
2.655875,2.590125
2.659625,2.581375
2.654,2.593625
2.653,2.602
2.658,2.604375
2.654375,2.589375
2.6615,2.610375
2.655,2.6005
2.677,2.597875
2.675625,2.59275
2.6715,2.594
2.685625,2.586125
2.677625,2.594375
2.66525,2.586375
2.67925,2.588
2.671625,2.605125
2.668,2.59525
2.6855,2.591625
2.67475,2.610375
2.67075,2.589625
2.669125,2.607375
2.6655,2.616625
2.67925,2.61125
2.66875,2.6
2.693125,2.611
2.68325,2.59125
2.669125,2.615625
2.687125,2.615875
2.691625,2.593625
2.681625,2.617875
2.68675,2.59725
2.688375,2.613625
2.695875,2.610625
2.68625,2.61675
2.684,2.618
2.677375,2.613375
2.6845,2.622625
2.695875,2.616875
2.670875,2.603875
2.68975,2.6045
2.694875,2.614375
2.68525,2.627875
2.68,2.616
2.678125,2.607125
2.681875,2.616375
2.69,2.603375
2.689,2.617875
2.68575,2.626625
2.692875,2.60525
2.68875,2.610625
2.702375,2.61225
2.701375,2.60575
2.700125,2.627
2.698625,2.626375
2.687625,2.617125
2.690875,2.61825
2.681875,2.611
2.70825,2.61925
2.680625,2.62425
2.68525,2.62175
2.6875,2.625375
2.686125,2.635625
2.702875,2.611375
2.696125,2.63875
2.69575,2.635
2.68525,2.621125
2.6975,2.64025
2.684875,2.639625
2.70125,2.633875
2.712125,2.621375
2.693125,2.63175
2.707875,2.635875
2.714875,2.621875
2.68825,2.6415
2.697625,2.619875
2.705375,2.634875
2.70775,2.6235
2.711,2.624125
2.71675,2.620875
2.692125,2.64475
2.697,2.64375
2.70525,2.64625
2.6945,2.637875
2.71875,2.628375
2.721375,2.6275
2.705375,2.64175
2.71625,2.63225
2.6995,2.63925
2.7075,2.6365
2.70425,2.63675
2.717125,2.62325
2.709375,2.63375
2.7055,2.638375
2.717125,2.62225
2.7165,2.637
2.69775,2.648875
2.72575,2.643
2.721625,2.635125
2.705625,2.65225
2.69775,2.6485
2.704625,2.624125
2.72775,2.636
2.72875,2.649875
2.70325,2.626375
2.712875,2.650875
2.717125,2.637875
2.719875,2.62925
2.723625,2.6515
2.7215,2.65525
2.729,2.655125
2.710125,2.6465
2.703,2.646625
2.7245,2.636375
2.73125,2.64125
2.731625,2.6295
2.721625,2.6535
2.717625,2.65225
2.70925,2.635625
2.732,2.6425
2.71125,2.649875
2.734625,2.651375
2.735625,2.649875
2.730125,2.651625
2.727,2.64875
2.721625,2.65325
2.717125,2.63525
2.716125,2.644
2.71375,2.656125
2.71425,2.652625
2.7175,2.634625
2.7185,2.64025
2.713625,2.656125
2.73775,2.639625
2.71625,2.659625
2.726125,2.662625
2.731625,2.640875
2.7405,2.650875
2.729375,2.662375
2.7305,2.64975
2.7115,2.637875
2.71175,2.640375
2.736625,2.658875
2.726875,2.6575
2.713625,2.6645
2.7275,2.654625
2.7345,2.644
2.737625,2.641625
2.7295,2.64975
2.7395,2.653125
2.73775,2.661875
2.721,2.647875
2.72025,2.641125
2.729375,2.656875
2.73375,2.655875
2.71675,2.663875
2.736875,2.64175
2.735875,2.670375
2.730875,2.6495
2.742875,2.65525
2.743875,2.650125
2.7195,2.644
2.74,2.663125
2.742875,2.671625
2.723125,2.64625
2.742875,2.652875
2.72575,2.671
2.742625,2.6455
2.74425,2.654
2.734625,2.662375
2.7285,2.66475
2.722375,2.666125
2.749,2.65525
2.7295,2.652625
2.73525,2.671625
2.725375,2.671625
2.743375,2.649
2.7305,2.654375
2.729875,2.65025
2.743375,2.650375
2.747125,2.648125
2.75125,2.6735
2.740375,2.6495
2.7405,2.655125
2.74625,2.651125
2.7305,2.670875
2.7365,2.665625
2.74675,2.675125
2.746375,2.67525
2.725875,2.672
2.728375,2.673
2.7445,2.655125
2.743,2.674125
2.750375,2.652125
2.7515,2.675375
2.7505,2.66225
2.75075,2.6655
2.729125,2.670375
2.74175,2.668125
2.73775,2.6805
2.7425,2.661
2.741625,2.67875
2.755875,2.677
2.750125,2.674625
2.745375,2.68
2.75525,2.6795
2.734875,2.680375
2.7385,2.67375
2.735625,2.678125
2.728,2.672875
2.7325,2.678125
2.737875,2.659
2.746375,2.66975
2.737375,2.670625
2.758375,2.68175
2.75425,2.674625
2.733125,2.6815
2.733625,2.67225
2.730375,2.668375
2.730625,2.661875
2.73,2.666125
2.73575,2.672
2.743375,2.670375
2.744875,2.67775
2.745625,2.65975
2.73775,2.66775
2.752375,2.663875
2.75375,2.669625
2.737375,2.662375
2.748625,2.665875
2.74925,2.677875
2.756625,2.685375
2.75225,2.658375
2.753875,2.657875
2.74025,2.66775
2.75925,2.68375
2.75225,2.670375
2.746125,2.679375
2.7405,2.669625
2.74,2.663375
2.741875,2.663375
2.739625,2.665125
2.75775,2.67575
2.762375,2.662625
2.740625,2.666375
2.736875,2.6655
2.736875,2.67525
2.745875,2.6645
2.745375,2.67275
2.738875,2.67625
2.742625,2.659125
2.762125,2.6855
2.7585,2.659875
2.742625,2.688375
2.736375,2.68475
2.739625,2.688
2.741625,2.682
2.751125,2.675875
2.737,2.662875
2.737,2.673625
2.7535,2.66175
2.736875,2.683875
2.74925,2.67575
2.760125,2.688
2.747125,2.68425
2.753375,2.67025
2.7375,2.6625
2.742625,2.67025
2.7425,2.683125
2.7585,2.678375
2.7625,2.666625
2.737875,2.682125
2.75875,2.673875
2.74475,2.673625
2.7465,2.670125
2.757875,2.659625
2.75875,2.688375
2.7465,2.6845
2.73725,2.663375
2.746875,2.683625
2.748125,2.65975
2.755125,2.66125
2.74225,2.6705
2.73675,2.666625
2.74925,2.673625
2.748125,2.677125
2.74025,2.662625
2.761,2.681375
2.74425,2.6835
2.749,2.677875
2.751,2.67575
2.756,2.6625
2.740375,2.673
2.739875,2.666625
2.748125,2.663
2.746875,2.67725
2.75675,2.68925
2.750125,2.670625
2.746125,2.6715
2.760875,2.685
2.743375,2.683125
2.738875,2.67225
2.7575,2.664
2.762375,2.669125
2.73525,2.6835
2.735375,2.670625
2.7475,2.66725
2.7575,2.682375
2.75075,2.68725
2.739625,2.684
2.757375,2.662
2.745125,2.679375
2.76175,2.681875
2.756625,2.660125
2.735375,2.689125
2.735625,2.673375
2.76225,2.66775
2.734875,2.680875
2.76325,2.665375
2.7395,2.68425
2.737625,2.678375
2.751875,2.662625
2.757875,2.6815
2.762375,2.688
2.741875,2.659625
2.738125,2.67925
2.75325,2.66525
2.750875,2.675125
2.7355,2.679125
2.761625,2.65925
2.749125,2.678625
2.7435,2.673625
2.755125,2.66075
2.74925,2.659625
2.746125,2.671
2.749,2.67
2.744125,2.661125
2.751875,2.68025
2.748625,2.66225
2.733,2.66475
2.74125,2.68125
2.733625,2.6865
2.74,2.669
2.748,2.687625
2.7375,2.67375
2.746875,2.675375
2.73775,2.661875
2.741875,2.666375
2.7575,2.678125
2.74225,2.68625
2.756625,2.6685
2.7425,2.67775
2.753875,2.66125
2.74975,2.6745
2.73275,2.668
2.75625,2.658875
2.746875,2.680125
2.741625,2.661125
2.741875,2.6735
2.73325,2.679875
2.73275,2.673375
2.7515,2.66625
2.751875,2.672375
2.74875,2.672375
2.7385,2.674875
2.749875,2.684875
2.750625,2.6625
2.74025,2.683875
2.73225,2.66025
2.752875,2.6695
2.738125,2.67325
2.75175,2.682375
2.74875,2.662
2.7445,2.672375
2.7375,2.660875
2.757,2.681375
2.75,2.65375
2.755875,2.6535
2.729375,2.654875
2.745625,2.673625
2.72975,2.673125
2.7335,2.673375
2.749375,2.67275
2.75675,2.655125
2.749,2.66675
2.74975,2.668
2.744875,2.67875
2.737125,2.676
2.728,2.6595
2.732875,2.681125
2.75,2.67225
2.742,2.662
2.746625,2.670625
2.72575,2.650875
2.7345,2.6765
2.733125,2.676625
2.7345,2.67125
2.751375,2.65675
2.72925,2.676
2.75275,2.653
2.728875,2.677875
2.752,2.6495
2.725,2.675875
2.723,2.649625
2.7255,2.669125
2.7345,2.67175
2.7275,2.6765
2.728,2.67075
2.7475,2.6715
2.740875,2.653375
2.732625,2.64975
2.722375,2.65875
2.731,2.658625
2.73275,2.670875
2.732,2.6545
2.735,2.65775
2.739,2.6655
2.742625,2.65175
2.726125,2.656375
2.7425,2.661125
2.7215,2.651375
2.728125,2.659625
2.736375,2.65825
2.72225,2.657625
2.74025,2.671625
2.723375,2.648375
2.729125,2.654875
2.731125,2.6605
2.72475,2.6675
2.734,2.646125
2.73475,2.643125
2.7415,2.646625
2.71875,2.663125
2.715625,2.643375
2.736875,2.656
2.735125,2.664125
2.7435,2.661
2.726625,2.654375
2.73075,2.6675
2.7225,2.662125
2.728625,2.643
2.741625,2.662
2.72775,2.640625
2.733375,2.655
2.717375,2.64825
2.717375,2.65575
2.739625,2.6465
2.7205,2.659875
2.72325,2.65425
2.723625,2.65225
2.727875,2.6595
2.71625,2.65175
2.721625,2.654625
2.728,2.652375
2.711375,2.6455
2.713875,2.653875
2.736,2.64525
2.71925,2.6515
2.727,2.658875
2.7145,2.66
2.731375,2.661125
2.729,2.649625
2.732625,2.651
2.72875,2.64875
2.721375,2.65275
2.731375,2.653375
2.712875,2.633625
2.73325,2.658625
2.705625,2.649125
2.7065,2.6385
2.712875,2.64075
2.720875,2.634875
2.726875,2.631
2.72425,2.655375
2.706375,2.648125
2.714625,2.640625
2.71775,2.63525
2.7115,2.6505
2.715375,2.631
2.716625,2.65
2.707375,2.640875
2.71225,2.6345
2.71625,2.6505
2.701125,2.651625
2.72825,2.6415
2.703,2.646
2.6995,2.627
2.6985,2.641375
2.71175,2.641125
2.700625,2.6475
2.7225,2.636375
2.702,2.62425
2.722125,2.6315
2.708,2.629375
2.70675,2.621625
2.7215,2.62725
2.72275,2.6495
2.72225,2.635375
2.701625,2.64775
2.72225,2.623125
2.70925,2.647
2.692625,2.625625
2.695625,2.63625
2.699,2.623875
2.700125,2.63375
2.696625,2.63525
2.699375,2.623375
2.70425,2.628375
2.702375,2.632625
2.698,2.61775
2.715,2.643
2.68925,2.635125
2.695,2.632875
2.69625,2.636625
2.708125,2.628375
2.71475,2.621
2.711375,2.636
2.71125,2.61275
2.691625,2.61175
2.7095,2.61625
2.70475,2.624125
2.70275,2.62675
2.697875,2.639375
2.701625,2.628625
2.70025,2.623375
2.70225,2.619
2.704125,2.6115
2.70875,2.628375
2.690125,2.607375
2.702125,2.6295
2.701,2.623875
2.683875,2.62225
2.6995,2.62275
2.6865,2.617625
2.69325,2.629875
2.697375,2.610875
2.685875,2.624
2.702125,2.628625
2.69375,2.6305
2.687125,2.60325
2.69,2.624625
2.675625,2.6035
2.68125,2.61725
2.6785,2.604
2.68525,2.626125
2.700125,2.6005
2.682625,2.604875
2.69825,2.599625
2.673625,2.6235
2.6715,2.6045
2.678375,2.601625
2.693,2.620375
2.66875,2.603125
2.67975,2.616375
2.691,2.5985
2.683125,2.624
2.675375,2.60075
2.66725,2.59775
2.69275,2.622375
2.679125,2.61775
2.690625,2.612
2.682125,2.594625
2.683625,2.596
2.67775,2.593125
2.679375,2.60725
2.689,2.618375
2.670875,2.607
2.68025,2.6155
2.67075,2.5895
2.6885,2.609125
2.663625,2.601625
2.6725,2.61375
2.662875,2.603875
2.67875,2.613125
2.6855,2.59525
2.679375,2.608375
2.673125,2.60375
2.671625,2.60175
2.683625,2.5885
2.66425,2.58475
2.68125,2.5985
2.665875,2.60875
2.671375,2.590125
2.6685,2.59
2.676125,2.595
2.655,2.581375
2.671,2.592125
2.6745,2.578875
2.676,2.601875
2.6515,2.593375
2.655875,2.5875
2.666375,2.592125
2.65125,2.5955
2.65225,2.598125
2.65425,2.592875
2.645125,2.5815
2.67075,2.592875
2.650625,2.574125
2.645125,2.593
2.670375,2.571875
2.67125,2.594
2.658375,2.57625
2.653125,2.577375
2.6495,2.58275
2.65425,2.595875
2.66875,2.573375
2.659,2.58025
2.63925,2.587875
2.6465,2.56725
2.63925,2.593125
2.648,2.5905
2.654125,2.583625
2.6485,2.584
2.66075,2.572875
2.648125,2.581375
2.64375,2.58
2.65075,2.5725
2.641,2.582875
2.64875,2.569
2.646875,2.5655
2.639625,2.567375
2.629375,2.559
2.62975,2.57975
2.63275,2.571125
2.646875,2.570625
2.655125,2.580875
2.632625,2.582125
2.639375,2.57525
2.649375,2.55425
2.626125,2.551625
2.649625,2.561625
2.62425,2.573625
2.627375,2.57275
2.63275,2.559875
2.648375,2.5515
2.638875,2.567
2.635625,2.569625
2.643375,2.568
2.6395,2.56325
2.63525,2.54725
2.619625,2.57025
2.6215,2.568875
2.622875,2.57
2.638,2.54775
2.625125,2.571125
2.6235,2.5425
2.641625,2.562375
2.630125,2.55225
2.62175,2.55575
2.636625,2.547875
2.617125,2.5405
2.63275,2.54475
2.627375,2.542
2.625125,2.553
2.614,2.538
2.6175,2.551125
2.62625,2.56075
2.62475,2.55875
2.60775,2.559875
2.6195,2.53925
2.61275,2.53925
2.62525,2.551625
2.612,2.532
2.611875,2.53575
2.605625,2.5305
2.600625,2.548375
2.622125,2.52825
2.621125,2.55075
2.60075,2.5345
2.598125,2.55075
2.613375,2.529625
2.612125,2.535125
2.59625,2.52875
2.62275,2.533
2.593625,2.539125
2.601,2.548375
2.614375,2.5215
2.590875,2.522875
2.59025,2.5245
2.595875,2.541125
2.59175,2.525875
2.59825,2.54475
2.604625,2.53375
2.58525,2.527875
2.599,2.531875
2.59675,2.542625
2.59525,2.5275
2.610875,2.514
2.586625,2.527375
2.59825,2.536375
2.601,2.53375
2.584875,2.52525
2.597,2.5175
2.582625,2.53325
2.601875,2.506375
2.585,2.51825
2.585125,2.5235
2.601,2.514875
2.5845,2.5275
2.57675,2.515625
2.58375,2.51225
2.572875,2.510125
2.58125,2.503875
2.572125,2.500625
2.577625,2.52375
2.568875,2.506125
2.59175,2.526
2.57725,2.509375
2.5835,2.49775
2.5925,2.518875
2.583125,2.51475
2.5905,2.50675
2.58825,2.509875
2.589375,2.509
2.573375,2.5115
2.587875,2.492875
2.584625,2.51025
2.579875,2.493
2.5685,2.505625
2.55825,2.512625
2.583125,2.491375
2.561625,2.504875
2.577,2.51375
2.570375,2.486375
2.579875,2.4955
2.574875,2.5025
2.56675,2.4825
2.57975,2.482
2.557375,2.482
2.55075,2.505625
2.567375,2.50125
2.564375,2.491875
2.570625,2.49875
2.5675,2.47975
2.561625,2.48775
2.57275,2.502375
2.5575,2.477875
2.560875,2.497125
2.562125,2.481875
2.556,2.493
2.55025,2.47575
2.546,2.498125
2.559375,2.480375
2.54625,2.478625
2.555875,2.468
2.550125,2.4725
2.558625,2.477625
2.5565,2.4685
2.554625,2.48625
2.538875,2.468
2.5355,2.486375
2.538375,2.46725
2.535625,2.46275
2.528,2.4875
2.538125,2.47275
2.548625,2.46525
2.5475,2.4625
2.548375,2.455125
2.524125,2.48175
2.5325,2.4585
2.521,2.4725
2.545625,2.4565
2.54725,2.4525
2.521125,2.46525
2.541375,2.467875
2.5415,2.467625
2.538,2.469
2.518,2.471125
2.542375,2.462625
2.514,2.447375
2.538625,2.468
2.54025,2.443625
2.523875,2.459125
2.513375,2.45475
2.514,2.447
2.53375,2.453125
2.51025,2.441125
2.510625,2.45625
2.50575,2.442125
2.505375,2.441875
2.53125,2.4345
2.530375,2.437375
2.515625,2.440625
2.505125,2.44225
2.528,2.435375
2.517,2.454625
2.524,2.4295
2.5035,2.456875
2.51675,2.4405
2.496375,2.426375
2.519375,2.449
2.501,2.446
2.507375,2.444375
2.49425,2.422375
2.490125,2.437375
2.498875,2.424625
2.49925,2.441875
2.497375,2.418375
2.497,2.438
2.50325,2.44075
2.5055,2.416625
2.49625,2.4355
2.488625,2.4155
2.494375,2.418875
2.492875,2.412
2.495,2.42425
2.50725,2.4375
2.496,2.41375
2.493375,2.417375
2.487875,2.4095
2.483,2.407875
2.478125,2.425125
2.48775,2.41575
2.497875,2.427875
2.4735,2.412375
2.4735,2.423375
2.469125,2.4165
2.46925,2.4055
2.4675,2.4075
2.476125,2.42075
2.46825,2.40825
2.48775,2.421625
2.482375,2.418875
2.476125,2.42275
2.4835,2.41
2.48325,2.4025
2.48025,2.411875
2.46925,2.389625
2.46225,2.39525
2.472,2.401875
2.471375,2.408875
2.479125,2.409625
2.46375,2.38975
2.463375,2.391625
2.467125,2.390625
2.461,2.382125
2.4495,2.396125
2.471375,2.404625
2.455875,2.396125
2.455625,2.4025
2.469625,2.402875
2.460875,2.38625
2.465125,2.40075
2.44675,2.395375
2.465,2.3815
2.46375,2.382
2.437375,2.385875
2.451875,2.37675
2.46325,2.395125
2.459125,2.39225
2.456875,2.37325
2.442875,2.37275
2.448375,2.37125
2.439625,2.375625
2.451875,2.379625
2.43875,2.370125
2.445,2.36425
2.43225,2.376375
2.437375,2.37525
2.44575,2.36875
2.434875,2.3665
2.43025,2.38
2.420875,2.36125
2.431375,2.363125
2.439375,2.367375
2.4435,2.366
2.44025,2.35025
2.433,2.367875
2.423375,2.373375
2.4125,2.353625
2.432125,2.364375
2.4355,2.3685
2.414375,2.364875
2.41725,2.346125
2.422875,2.34075
2.421125,2.36025
2.4225,2.338625
2.432625,2.359625
2.4265,2.339875
2.428875,2.3515
2.429125,2.35025
2.40575,2.35675
2.398125,2.345375
2.401375,2.351
2.42025,2.35325
2.411125,2.3385
2.4065,2.3445
2.402375,2.334625
2.40875,2.32975
2.40275,2.324625
2.402125,2.342875
2.41475,2.324625
2.4135,2.329
2.39525,2.32925
2.38825,2.34775
2.38325,2.345375
2.38925,2.342
2.396875,2.329625
2.386375,2.322
2.404875,2.333875
2.379875,2.326875
2.402125,2.32425
2.394875,2.31125
2.380375,2.3295
2.376375,2.324375
2.374125,2.32975
2.372125,2.313875
2.387375,2.325625
2.395625,2.315625
2.37,2.30225
2.39475,2.301375
2.392125,2.30325
2.379125,2.320125
2.380875,2.307875
2.37275,2.30525
2.3735,2.322625
2.35775,2.2935
2.384,2.3
2.374125,2.301625
2.35825,2.29025
2.360375,2.289625
2.372875,2.31675
2.371625,2.30975
2.362875,2.288
2.360875,2.31175
2.370625,2.2885
2.361,2.294125
2.369125,2.286
2.34675,2.306125
2.36325,2.296625
2.368875,2.298875
2.347875,2.28725
2.34125,2.289
2.363,2.284625
2.349625,2.277
2.3545,2.293
2.334625,2.2875
2.34925,2.270375
2.354125,2.269125
2.336,2.2685
2.343875,2.280875
2.335625,2.28825
2.33475,2.288625
2.341,2.291375
2.343625,2.273
2.34,2.28675
2.324625,2.27125
2.327125,2.267625
2.325,2.269875
2.34275,2.26275
2.336125,2.25625
2.324875,2.279
2.34125,2.279125
2.32775,2.275
2.32275,2.2535
2.3385,2.262625
2.324875,2.271875
2.3165,2.2545
2.315875,2.256125
2.323625,2.243125
2.317875,2.264
2.30775,2.266375
2.33075,2.251625
2.327375,2.256
2.3095,2.252
2.323125,2.243
2.3125,2.244375
2.309125,2.2395
2.303875,2.251375
2.295375,2.23025
2.305625,2.23825
2.290875,2.25175
2.302125,2.242
2.296625,2.243375
2.297375,2.236625
2.2955,2.24425
2.308,2.246375
2.28625,2.236875
2.2825,2.228
2.280875,2.230125
2.30525,2.226375
2.283,2.241375
2.29575,2.21925
2.284875,2.223625
2.291125,2.218625
2.288625,2.239125
2.28725,2.225375
2.29075,2.210625
2.294625,2.216625
2.2855,2.219375
2.292125,2.23275
2.272125,2.2235
2.2825,2.216875
2.2905,2.212
2.282125,2.201375
2.2625,2.21075
2.261125,2.20425
2.264625,2.197
2.26025,2.195875
2.275375,2.217
2.275625,2.19325
2.261875,2.21725
2.255375,2.208
2.25775,2.191
2.27425,2.192125
2.26825,2.194
2.268625,2.211
2.263625,2.200375
2.24425,2.1975
2.261125,2.196375
2.260875,2.18075
2.239625,2.176875
2.259125,2.200125
2.252125,2.18975
2.25125,2.176125
2.242875,2.200125
2.25225,2.19125
2.257375,2.179
2.256625,2.173625
2.228875,2.182
2.23625,2.191625
2.22425,2.16825
2.225875,2.1645
2.24375,2.185
2.231375,2.161125
2.24125,2.185125
2.2465,2.168875
2.2315,2.1765
2.21875,2.168125
2.24275,2.161375
2.2255,2.15825
2.219875,2.157625
2.212,2.17775
2.22575,2.16175
2.212875,2.165375
2.225,2.161375
2.2055,2.1585
2.23075,2.15475
2.22075,2.150375
2.217625,2.150125
2.214875,2.142125
2.22325,2.1565
2.21575,2.15725
2.196625,2.1385
2.200875,2.15875
2.213125,2.142125
2.205375,2.137
2.191375,2.1445
2.214875,2.131375
2.2,2.12975
2.194375,2.153
2.196375,2.122875
2.186125,2.137
2.191625,2.128875
2.188,2.1375
2.17875,2.134125
2.202125,2.139125
2.18125,2.11775
2.189375,2.12375
2.19375,2.127375
2.198125,2.112625
2.17425,2.1285
2.179125,2.111375
2.17425,2.114875
2.18775,2.110375
2.18825,2.124125
2.18175,2.13025
2.184375,2.11225
2.160375,2.1175
2.18225,2.1065
2.1815,2.112125
2.1575,2.107375
2.172125,2.119125
2.161625,2.112875
2.177,2.105875
2.171125,2.117875
2.161125,2.09375
2.1565,2.099625
2.170125,2.10325
2.143875,2.108375
2.1435,2.09075
2.141375,2.0855
2.1445,2.096625
2.15725,2.08725
2.14025,2.094875
2.146625,2.084875
2.1415,2.097
2.156875,2.099375
2.1555,2.0815
2.1285,2.094875
2.13225,2.070125
2.134125,2.069375
2.135875,2.092375
2.1485,2.0865
2.1295,2.074125
2.1375,2.077
2.1335,2.082
2.14625,2.05875
2.14275,2.081625
2.138,2.063
2.115,2.0665
2.121875,2.082125
2.121375,2.056125
2.129875,2.0715
2.129,2.068625
2.119875,2.06075
2.107875,2.046
2.1115,2.04475
2.11525,2.0535
2.116625,2.064125
2.102,2.043125
2.111625,2.065375
2.095875,2.050875
2.114125,2.064625
2.101,2.044375
2.094375,2.05625
2.092125,2.032625
2.103125,2.05075
2.098625,2.03325
2.106125,2.03775
2.093,2.040125
2.11025,2.043625
2.10825,2.044375
2.100125,2.024875
2.094625,2.0335
2.076625,2.037375
2.09475,2.016125
2.08175,2.02375
2.075125,2.02575
2.071875,2.024
2.072875,2.02275
2.091875,2.0365
2.07625,2.015625
2.078625,2.01925
2.082375,2.00975
2.066,2.018875
2.08575,2.02325
2.070375,2.018125
2.0625,2.026125
2.081125,2.0105
2.05925,2.00925
2.0615,2.0045
2.067375,2.0025
2.06025,2.018625
2.063625,2.003
2.059125,1.993375
2.06175,2.01475
2.0585,2.0
2.05875,1.984625
2.042875,2.00275
2.040625,1.987125
2.03875,1.98725
2.050625,2.00075
2.056875,1.979625
2.0475,1.994125
2.033375,1.98575
2.045125,1.9795
2.037625,1.994125
2.043375,1.970875
2.040625,1.9845
2.03375,1.973125
2.022875,1.97375
2.040625,1.98475
2.01625,1.96175
2.0395,1.9785
2.020125,1.98025
2.015625,1.967875
2.02925,1.963
2.008,1.97075
2.02825,1.954875
2.00925,1.96575
2.012,1.970625
2.027875,1.96775
2.02625,1.958625
2.00825,1.956625
2.000125,1.947375
2.002125,1.959875
2.018375,1.944
2.020375,1.949875
2.017,1.953875
2.01375,1.959125
2.009125,1.951125
1.989125,1.941375
2.00975,1.950375
2.005625,1.933125
1.989875,1.9455
1.99,1.943125
1.9825,1.932125
1.992875,1.9495
2.001125,1.9195
1.975375,1.93075
1.975875,1.925875
1.984375,1.91575
1.996375,1.92375
1.987,1.936
1.98625,1.9105
1.986625,1.92275
1.97975,1.9075
1.977375,1.935125
1.963625,1.9135
1.969,1.92725
1.97925,1.926
1.955125,1.926
1.951,1.927375
1.95775,1.9115
1.95525,1.9015
1.96225,1.911125
1.953875,1.91075
1.959,1.900625
1.951875,1.8945
1.96875,1.9055
1.95425,1.908375
1.948,1.893625
1.9625,1.901125
1.936125,1.89525
1.9535,1.904625
1.952125,1.883375
1.933,1.886
1.930375,1.891625
1.924625,1.89075
1.93325,1.875625
1.93675,1.882875
1.941875,1.87525
1.918,1.885875
1.9255,1.892875
1.925875,1.889875
1.92275,1.887
1.92175,1.869375
1.91325,1.88
1.9165,1.875625
1.9105,1.861875
1.913375,1.85875
1.93075,1.8605
1.929625,1.870625
1.904625,1.86975
1.907375,1.858625
1.903625,1.85675
1.91025,1.857
1.908875,1.868375
1.918625,1.848625
1.916,1.8645
1.904125,1.848125
1.905625,1.854125
1.896875,1.854375
1.89025,1.848125
1.90825,1.841875
1.89425,1.84775
1.898875,1.82925
1.88875,1.827625
1.87725,1.8375
1.886875,1.84425
1.872875,1.829
1.89275,1.836
1.888,1.8275
1.8675,1.842125
1.892875,1.83825
1.864625,1.812875
1.87425,1.836875
1.85875,1.811
1.859,1.8115
1.8565,1.830875
1.85925,1.826625
1.86925,1.807875
1.872375,1.81475
1.875,1.817125
1.872,1.802
1.84975,1.819
1.870375,1.813625
1.853125,1.81375
1.868,1.814125
1.85875,1.816
1.855625,1.8
1.841875,1.7995
1.836,1.790875
1.843625,1.809
1.85825,1.782625
1.857,1.785375
1.84075,1.801625
1.847125,1.78625
1.830125,1.7735
1.849125,1.796
1.822875,1.795
1.819,1.795125
1.8355,1.772
1.8145,1.776
1.825625,1.784
1.824875,1.76475
1.83225,1.779625
1.829125,1.78575
1.8155,1.76725
1.82875,1.764375
1.824875,1.758875
1.826125,1.776
1.82425,1.763625
1.82175,1.757625
1.809875,1.750625
1.803875,1.747125
1.8165,1.77075
1.79875,1.752375
1.811625,1.75775
1.7975,1.75125
1.795,1.755625
1.8,1.744375
1.805375,1.745125
1.797875,1.758625
1.778,1.74375
1.783,1.731375
1.777125,1.751875
1.784875,1.733375
1.775125,1.7215
1.778,1.74125
1.789125,1.72275
