bpw34_a_V,bpw34_b_V
2.18575,2.12925
2.163,2.135625
2.190375,2.143125
2.172875,2.133875
2.187,2.141625
2.17775,2.13875
2.1695,2.14625
2.18775,2.14525
2.18875,2.1295
2.163125,2.134
2.174375,2.148875
2.18375,2.1335
2.164,2.154125
2.176375,2.13775
2.167125,2.149375
2.166125,2.14325
2.17525,2.147125
2.174625,2.156625
2.174625,2.1415
2.184375,2.137125
2.20025,2.144375
2.19375,2.139125
2.18375,2.1485
2.1955,2.14525
2.20175,2.160875
2.18675,2.149625
2.201,2.156625
2.2045,2.1525
2.193375,2.150625
2.190875,2.158125
2.189875,2.162375
2.205875,2.1655
2.204375,2.1505
2.191,2.15025
2.205125,2.162125
2.200125,2.162125
2.1815,2.155875
2.2055,2.161875
2.211125,2.17
2.21025,2.149375
2.18425,2.15
2.210375,2.16525
2.185875,2.151625
2.212625,2.15575
2.1915,2.162625
2.187375,2.171625
2.182625,2.156875
2.218125,2.157875
2.19275,2.173875
2.197125,2.167875
2.205375,2.175
2.2055,2.16675
2.2035,2.158125
2.203125,2.1575
2.191,2.176375
2.2005,2.166125
2.222375,2.166375
2.192625,2.164
2.195875,2.166375
2.190625,2.163125
2.216875,2.16675
2.21,2.179625
2.21425,2.181875
2.2,2.168375
2.22575,2.164125
2.207625,2.175875
2.197875,2.168875
2.230875,2.17525
2.221625,2.185
2.198875,2.174
2.227,2.1885
2.209375,2.179
2.214625,2.1815
2.222375,2.179
2.206,2.179125
2.205125,2.18375
2.21525,2.176625
2.21425,2.1795
2.21575,2.186
2.236125,2.193375
2.227375,2.194625
2.230625,2.17975
2.220875,2.185625
2.23025,2.18225
2.2055,2.181
2.21325,2.178625
2.22925,2.1935
2.228,2.18225
2.242375,2.178
2.229125,2.183375
2.231625,2.179375
2.24325,2.190375
2.2075,2.18825
2.23525,2.18075
2.228125,2.198625
2.228125,2.1975
2.212375,2.191125
2.22825,2.197625
2.223625,2.18675
2.244875,2.18325
2.222875,2.19075
2.22725,2.186625
2.24125,2.18675
2.240625,2.194
2.22,2.1965
2.238375,2.18675
2.2375,2.190875
2.24,2.201125
2.24825,2.188375
2.2175,2.1875
2.22025,2.193625
2.228875,2.19025
2.22175,2.210625
2.22725,2.205
2.22975,2.21125
2.229625,2.198875
2.225875,2.198875
2.253375,2.19225
2.223875,2.195875
2.257375,2.20175
2.241,2.202625
2.252625,2.212625
2.246125,2.200125
2.257625,2.19575
2.231875,2.206125
2.229625,2.20675
2.253875,2.201
2.244625,2.2035
2.254375,2.201125
2.245375,2.20975
2.258875,2.2125
2.24925,2.204625
2.23325,2.20025
2.2505,2.21225
2.233625,2.20675
2.23,2.2115
2.25775,2.204375
2.23775,2.219
2.242,2.212
2.248375,2.223875
2.248875,2.2205
2.269125,2.211375
2.248375,2.212875
2.2415,2.209
2.23325,2.222125
2.242375,2.213625
2.253625,2.22025
2.264875,2.222375
2.243875,2.2225
2.246,2.2095
2.266375,2.209125
2.245125,2.22
2.27125,2.22325
2.24925,2.213625
2.272625,2.215625
2.268375,2.227
2.273875,2.221625
2.243375,2.224125
2.262625,2.216125
2.261625,2.2165
2.245375,2.22825
2.266375,2.2195
2.26875,2.21275
2.250125,2.224125
2.265875,2.231375
2.254125,2.234875
2.2555,2.228625
2.265,2.21875
2.2635,2.23475
2.258875,2.218625
2.27775,2.227625
2.256625,2.231875
2.250375,2.21575
2.257875,2.23475
2.276,2.23775
2.247125,2.219125
2.28175,2.23875
2.24925,2.223125
2.278125,2.22875
2.2615,2.236375
2.276375,2.23775
2.2765,2.22675
2.270125,2.231375
2.253875,2.236125
2.283375,2.229875
2.271875,2.22425
2.255125,2.23425
2.279625,2.2265
2.262875,2.238125
2.25475,2.223875
2.262375,2.228625
2.2685,2.235125
2.253625,2.2395
2.27175,2.245
2.279875,2.2345
2.2875,2.236375
2.27,2.2315
2.2825,2.234125
2.271375,2.242
2.27225,2.2395
2.26525,2.233375
2.26875,2.230375
2.265,2.249375
2.285625,2.242
2.2685,2.246875
2.291625,2.230875
2.282,2.24025
2.265,2.2415
2.279125,2.25
2.27675,2.248
2.282875,2.23625
2.296875,2.243625
2.28975,2.231125
2.261125,2.253
2.283875,2.245125
2.293,2.24375
2.266625,2.237375
2.2715,2.238
2.261875,2.2435
2.29275,2.243
2.299125,2.239875
2.2845,2.24975
2.286625,2.24175
2.293,2.248875
2.267,2.2435
2.28225,2.236375
2.273375,2.247
2.281125,2.2555
2.296,2.2525
2.28175,2.252875
2.286,2.241375
2.27825,2.257875
2.270375,2.24725
2.27025,2.23725
2.2955,2.253
2.292125,2.24925
2.298,2.26
2.2855,2.2535
2.289875,2.2465
2.293125,2.249625
2.286875,2.25325
2.297125,2.25625
2.3,2.2395
2.29225,2.25025
2.29875,2.24325
2.2845,2.256125
2.305,2.24125
2.281625,2.244875
2.2985,2.253375
2.295625,2.256
2.27725,2.24475
2.290875,2.26075
2.276,2.263625
2.302125,2.264
2.280375,2.248375
2.309125,2.262125
2.276375,2.247125
2.276875,2.260875
2.305,2.244625
2.294,2.262125
2.28025,2.2595
2.3055,2.265
2.30025,2.246375
2.310625,2.25375
2.279625,2.257375
2.293625,2.259875
2.29025,2.267
2.291,2.24825
2.283125,2.26125
2.288375,2.256875
2.29325,2.26875
2.27725,2.2625
2.279375,2.262
2.287625,2.2625
2.282125,2.270125
2.307375,2.252125
2.282625,2.2625
2.30975,2.254375
2.30125,2.265875
2.314875,2.263125
2.28475,2.2655
2.308,2.264375
2.29125,2.26625
2.304125,2.2645
2.282875,2.2515
2.290125,2.2605
2.316125,2.2505
2.29625,2.256375
2.281,2.26325
2.289375,2.255
2.287875,2.26375
2.296125,2.264125
2.28575,2.266875
2.284875,2.2565
2.282875,2.261625
2.29775,2.266125
2.302625,2.264875
2.3085,2.252625
2.28575,2.261
2.30275,2.256625
2.316125,2.27375
2.313875,2.266
2.314625,2.2575
2.29825,2.270375
2.2865,2.256125
2.288875,2.272375
2.293375,2.258
2.296375,2.264375
2.289875,2.254875
2.31775,2.259
2.31075,2.2705
2.29825,2.2685
2.310875,2.2775
2.295375,2.255625
2.28875,2.269625
2.3095,2.26825
2.303,2.264
2.311,2.274375
2.315875,2.272875
2.313,2.26975
2.289125,2.269
2.318625,2.26675
2.28825,2.2635
2.321875,2.259375
2.324,2.268375
2.2975,2.267
2.321875,2.27625
2.316625,2.279125
2.307625,2.279875
2.295625,2.26225
2.29875,2.277875
2.310625,2.266625
2.324375,2.279125
2.2985,2.269875
2.30475,2.2755
2.3165,2.278125
2.2975,2.27275
2.2985,2.2795
2.3235,2.27725
2.322625,2.264875
2.305875,2.2815
2.315375,2.262
2.3255,2.264
2.30875,2.27125
2.32225,2.274125
2.29975,2.272125
2.322125,2.278875
2.31625,2.276625
2.313125,2.271625
2.299,2.271125
2.293875,2.276375
2.309125,2.27425
2.319625,2.27125
2.297375,2.27825
2.309875,2.271875
2.301625,2.274
2.318,2.2685
2.304375,2.2765
2.3155,2.2635
2.300125,2.28325
2.321375,2.2615
2.313,2.283
2.311625,2.270375
2.305625,2.262375
2.300375,2.26825
2.32525,2.272625
2.326875,2.2745
2.308125,2.264625
2.293375,2.28225
2.3255,2.27775
2.32,2.26275
2.30675,2.262625
2.318125,2.269125
2.328375,2.283875
2.315,2.268125
2.3215,2.264375
2.298375,2.27925
2.302875,2.2635
2.29875,2.26875
2.30925,2.277625
2.327625,2.27
2.32025,2.282875
2.313875,2.272125
2.295875,2.268
2.302375,2.2695
2.298375,2.284375
2.327125,2.26825
2.311375,2.285125
2.30625,2.272
2.29325,2.274
2.307625,2.2775
2.307125,2.266
2.32625,2.27075
2.2935,2.269625
2.312375,2.27025
2.302125,2.2835
2.311625,2.266625
2.315875,2.26575
2.2975,2.276875
2.302375,2.272125
2.32725,2.28075
2.30275,2.283125
2.329,2.275375
2.3065,2.268875
2.300375,2.27775
2.30625,2.284375
2.31975,2.26575
2.32175,2.264
2.308,2.2695
2.308,2.27575
2.309625,2.26925
2.315625,2.2735
2.3275,2.265625
2.32275,2.285625
2.316375,2.268625
2.32475,2.26925
2.32925,2.272125
2.29925,2.275375
2.324375,2.27675
2.3055,2.277
2.30925,2.2675
2.33075,2.281
2.328875,2.281875
2.326125,2.272875
2.32725,2.282375
2.327,2.269375
2.323875,2.28025
2.303875,2.26625
2.3165,2.26975
2.3135,2.267125
2.33025,2.274375
2.3225,2.27075
2.3035,2.267375
2.295375,2.265125
2.316375,2.267125
2.326625,2.26975
2.312125,2.284375
2.32125,2.283875
2.32875,2.283125
2.316,2.266625
2.311875,2.278125
2.31525,2.284125
2.318,2.2755
2.308,2.266
2.324125,2.284875
2.298,2.282875
2.3205,2.275875
2.303,2.273625
2.326625,2.27275
2.315375,2.262625
2.316625,2.274
2.325,2.278875
2.318,2.26625
2.323125,2.2625
2.29325,2.2715
2.300875,2.279625
2.306,2.27425
2.307,2.272625
2.328625,2.263125
2.314125,2.26775
2.297875,2.279
2.29925,2.268125
2.311125,2.26425
2.321125,2.271
2.32475,2.270125
2.329,2.277625
2.308625,2.27075
2.317,2.275125
2.293125,2.263625
2.293625,2.278
2.292,2.263125
2.297125,2.2815
2.29125,2.28025
2.291,2.263
2.307875,2.28
2.315875,2.281625
2.3005,2.2825
2.31975,2.263125
2.3185,2.261875
2.2945,2.278875
2.300875,2.268875
2.313625,2.26675
2.302,2.27075
2.2945,2.27475
2.318875,2.270375
2.314125,2.280375
2.309,2.279125
2.316875,2.26525
2.29775,2.277125
2.290375,2.264
2.291625,2.274
2.320875,2.2735
2.32275,2.269625
2.28875,2.270375
2.2975,2.26325
2.315,2.25875
2.29725,2.26775
2.31225,2.275375
2.324875,2.2645
2.31625,2.278375
2.312125,2.2695
2.3135,2.266125
2.30125,2.269
2.314375,2.258125
2.29575,2.26475
2.2895,2.267375
2.305375,2.271
2.2925,2.2725
2.30225,2.26325
2.3035,2.263125
2.305875,2.256875
2.290125,2.268625
2.304,2.25825
2.294875,2.2595
2.296875,2.263875
2.29175,2.267625
2.319625,2.268625
2.3075,2.26775
2.292125,2.2735
2.289,2.263125
2.290875,2.259125
2.314,2.275
2.303875,2.265125
2.30725,2.260375
2.294,2.26375
2.30725,2.266375
2.291625,2.267875
2.282875,2.268375
2.307,2.2625
2.282625,2.259625
2.304375,2.27425
2.297625,2.262
2.287625,2.26625
2.311125,2.27075
2.302,2.256625
2.2915,2.261125
2.296875,2.256875
2.292,2.255875
2.281125,2.26775
2.302625,2.2625
2.294625,2.266125
2.308375,2.2535
2.2875,2.27025
2.303375,2.265125
2.3085,2.259875
2.297125,2.268
2.279125,2.25825
2.30775,2.257875
2.28275,2.268375
2.299875,2.25025
2.28575,2.26875
2.29,2.26525
2.312,2.268
2.309875,2.26925
2.282875,2.2655
2.305375,2.25075
2.3045,2.259875
2.301375,2.26075
2.310125,2.259375
2.302375,2.25275
2.28225,2.2655
2.278375,2.264375
2.289875,2.25275
2.290625,2.25275
2.31225,2.264375
2.307,2.2535
2.278375,2.251875
2.294875,2.248
2.3045,2.264875
2.28525,2.251875
2.29,2.25975
2.28175,2.26025
2.2955,2.245625
2.28775,2.2475
2.295375,2.260875
2.277875,2.247625
2.275,2.255625
2.275625,2.2505
2.295125,2.258125
2.28325,2.245125
2.277,2.2575
2.2815,2.24875
2.28675,2.258125
2.296,2.253875
2.305875,2.260375
2.292125,2.2475
2.27575,2.240125
2.292125,2.243
2.275375,2.241125
2.2695,2.24975
2.304625,2.25375
2.273625,2.24625
2.29225,2.2555
2.300375,2.240875
2.284125,2.25925
2.26975,2.244
2.28225,2.253125
2.294875,2.237875
2.278875,2.255
2.2995,2.2575
2.27575,2.245
2.271375,2.24325
2.28025,2.254875
2.292125,2.24825
2.26925,2.240375
2.2675,2.240375
2.292,2.244
2.279,2.253
2.286625,2.235375
2.275375,2.244625
2.288875,2.240875
2.28075,2.243875
2.29625,2.24375
2.2665,2.23875
2.2775,2.243625
2.27,2.241625
2.28625,2.25025
2.27375,2.247375
2.26225,2.230375
2.287875,2.24375
2.2895,2.240625
2.275625,2.231875
2.284625,2.23175
2.28475,2.24175
2.261375,2.229125
2.264,2.243375
2.257875,2.24075
2.27775,2.2355
2.27725,2.238
2.273625,2.230625
2.291375,2.22725
2.259875,2.239625
2.28225,2.2465
2.268875,2.2275
2.2885,2.229
2.26625,2.239375
2.269875,2.240125
2.276125,2.2445
2.264375,2.23975
2.275125,2.22575
2.270125,2.22175
2.27375,2.22425
2.287375,2.22525
2.275375,2.2205
2.275875,2.227125
2.275,2.2345
2.2765,2.223
2.25175,2.234625
2.25625,2.21875
2.255,2.226625
2.257875,2.2365
2.27725,2.23875
2.250625,2.223875
2.272625,2.238875
2.25725,2.225375
2.257875,2.233875
2.259125,2.220125
2.245875,2.236875
2.257875,2.21475
2.2645,2.225125
2.246,2.219875
2.264125,2.213625
2.265125,2.21875
2.261625,2.21875
2.2705,2.224375
2.275375,2.231375
2.268625,2.21275
2.273,2.219375
2.241625,2.2215
2.270375,2.228
2.2575,2.232125
2.24425,2.231
2.268,2.229
2.270875,2.221
2.261125,2.225
2.26775,2.2095
2.266,2.211125
2.265875,2.227875
2.240625,2.222875
2.239875,2.216875
2.254375,2.224625
2.263875,2.2125
2.235125,2.219375
2.23625,2.225
2.23625,2.209
2.267875,2.2045
2.257625,2.206375
2.25125,2.21575
2.261125,2.211375
2.256125,2.215375
2.265375,2.2055
2.23975,2.203625
2.26425,2.22075
2.251625,2.221125
2.249375,2.216125
2.236875,2.2065
2.238875,2.2205
2.263625,2.2115
2.2565,2.201125
2.263125,2.211875
2.24125,2.203625
2.25675,2.214875
2.234375,2.19725
2.226625,2.215375
2.233,2.209125
2.2385,2.19625
2.234125,2.194625
2.247625,2.193875
2.2315,2.197125
2.228625,2.201
2.249625,2.210375
2.253,2.197875
2.221,2.194875
2.256375,2.1905
2.240375,2.211
2.225625,2.208875
2.21975,2.21075
2.24175,2.199
2.221125,2.19775
2.247875,2.206
2.2425,2.198
2.251125,2.20675
2.222375,2.191625
2.237125,2.205625
2.230375,2.2065
2.2445,2.185875
2.236875,2.18925
2.223875,2.187625
2.219,2.205
2.231875,2.200625
2.247625,2.20025
2.22025,2.188625
2.242125,2.189625
2.234875,2.195625
2.23375,2.18
2.217125,2.2015
2.2365,2.186125
2.2345,2.18875
2.2305,2.191125
2.23125,2.197
2.20925,2.197125
2.212625,2.185875
2.23125,2.1915
2.21225,2.191125
2.228875,2.175625
2.209875,2.1945
2.223375,2.18125
2.201625,2.1855
2.231,2.18775
2.20875,2.18275
2.203,2.173375
2.232,2.17175
2.208,2.179
2.232625,2.180875
2.23325,2.18025
2.212625,2.1755
2.214,2.18825
2.19675,2.1835
2.202,2.179625
2.22525,2.169
2.218625,2.173375
2.228125,2.1805
2.202125,2.176125
2.220875,2.179375
2.216,2.184875
2.21725,2.169375
2.1995,2.179125
2.204125,2.172875
2.205125,2.1785
2.220625,2.1795
2.218125,2.167
2.187875,2.17975
2.1945,2.1595
2.221125,2.158625
2.190625,2.1795
2.1955,2.17275
2.189125,2.16125
2.21325,2.16675
2.20575,2.16975
2.20675,2.159
2.186875,2.166
2.1945,2.156
2.210125,2.170125
2.197375,2.156375
2.21025,2.173
2.2025,2.1605
2.206125,2.15375
2.2055,2.15025
2.180875,2.1495
2.199125,2.163875
2.190375,2.15925
2.206875,2.16025
2.181,2.154375
2.1925,2.153375
2.175875,2.163
2.201875,2.15425
2.179625,2.16
2.184125,2.16475
2.201375,2.158625
2.1825,2.144
2.17125,2.14925
2.193125,2.14375
2.17775,2.155
2.184875,2.1455
2.1815,2.144
2.167125,2.15125
2.19225,2.15825
2.192625,2.14075
2.170125,2.143
2.201125,2.145125
2.1805,2.14075
2.1655,2.141125
2.16525,2.134875
2.192875,2.144375
2.184625,2.14225
2.17125,2.1455
2.1715,2.15325
2.17075,2.13225
2.19225,2.139
2.1665,2.130375
2.171,2.13225
2.1865,2.1445
2.164375,2.14325
2.183125,2.143875
2.184125,2.13425
2.17175,2.144625
2.18975,2.13675
2.187375,2.125125
2.157375,2.143
2.153875,2.141625
2.18575,2.13975
2.16825,2.122125
2.167,2.12275
2.17125,2.12375
2.148,2.1255
2.153,2.140125
2.1665,2.120875
2.175125,2.137125
2.14475,2.1195
2.15325,2.122375
2.153375,2.133125
2.1505,2.1295
2.163375,2.117625
2.1515,2.122
2.16275,2.131625
2.15775,2.1285
2.16825,2.129125
2.16975,2.129125
2.172625,2.113
2.146625,2.12525
2.151375,2.12175
2.1525,2.11425
2.168125,2.113
2.138125,2.108875
2.142125,2.127625
2.143125,2.12
2.14275,2.113125
2.145375,2.108
2.133125,2.10375
2.15,2.118125
2.157,2.11825
2.15325,2.104125
2.151375,2.1175
2.127,2.10325
2.161375,2.09925
2.1505,2.11775
2.14275,2.100375
2.1385,2.09875
2.1585,2.098125
2.125875,2.096375
2.141125,2.09425
2.155625,2.105875
2.120875,2.099125
2.14575,2.10525
2.13225,2.1115
2.135875,2.102125
2.123875,2.093875
2.14375,2.098625
2.131875,2.094
2.15025,2.105375
2.122875,2.08825
2.140375,2.101375
2.141625,2.10675
2.149,2.09
2.14125,2.098125
2.116125,2.091125
2.11925,2.09925
2.121375,2.086625
2.12,2.091125
2.123,2.086875
2.107375,2.081125
2.119375,2.099875
2.138875,2.086125
2.110875,2.078375
2.123375,2.0825
2.127125,2.085125
2.10825,2.091875
2.10375,2.074125
2.13375,2.0735
2.1365,2.093875
2.121,2.09375
2.118,2.074
2.098375,2.08875
2.111125,2.071
2.09525,2.088125
2.13025,2.075375
2.1085,2.079125
2.1015,2.08375
2.098625,2.077125
2.0965,2.070625
2.115625,2.06525
2.10275,2.069875
2.093625,2.078375
2.093375,2.078375
2.088,2.0605
2.09625,2.077375
2.10125,2.061875
2.096125,2.074125
2.099125,2.077
2.10825,2.07725
2.088375,2.057875
2.102125,2.066625
2.095875,2.0755
2.110875,2.07525
2.1085,2.068125
2.084125,2.0615
2.09225,2.068125
2.0855,2.0575
2.09075,2.065125
2.075625,2.0595
2.10475,2.05875
2.10475,2.068625
2.087125,2.053875
2.09775,2.058
2.0905,2.04625
2.103,2.045375
2.101875,2.052
2.10175,2.04225
2.071125,2.063125
2.068125,2.054125
2.083,2.049875
2.080625,2.048875
2.0925,2.048125
2.066375,2.040375
2.084375,2.03575
2.08575,2.048375
2.082625,2.040875
2.094,2.039375
2.078,2.0335
2.064625,2.040125
2.05775,2.0385
2.072375,2.041
2.075625,2.03525
2.073,2.0345
2.071,2.032375
2.086125,2.03
2.062,2.042875
2.054,2.026375
2.068375,2.040875
2.085875,2.035875
2.075125,2.04
2.071,2.039625
2.07925,2.031625
2.051375,2.033125
2.05,2.0315
2.0735,2.033625
2.071,2.021125
2.04925,2.0325
2.07125,2.0255
2.0655,2.017125
2.072375,2.025625
2.045125,2.01975
2.074625,2.023625
2.06075,2.012375
2.062625,2.011125
2.048,2.010625
2.040125,2.009875
2.047625,2.029375
2.05025,2.018
2.036125,2.02725
2.030125,2.0055
2.046,2.0105
2.0325,2.016875
2.045375,2.01025
2.0385,2.0065
2.0435,2.00275
2.057625,2.00925
2.058375,2.0015
2.024875,2.014125
2.055125,1.998375
2.053375,2.0155
2.05325,2.000875
2.036,2.011875
2.055,1.998
2.028375,2.0
2.029375,2.0035
2.018625,2.000375
2.02125,1.992125
2.0355,2.008375
2.02125,1.99275
2.048125,1.98875
2.020875,2.007125
2.0215,1.997625
2.022,1.989
2.043,1.98275
2.022125,1.9875
2.016375,1.9915
2.013625,1.99775
2.008875,1.98825
2.0065,1.981875
2.00825,1.999
2.037125,1.9895
2.03725,1.98225
2.02575,1.994
2.002625,1.994125
2.015,1.9855
2.012625,1.98325
2.015875,1.97175
1.996875,1.98025
2.0275,1.970125
2.022,1.971875
2.01975,1.9795
2.008,1.968875
2.017375,1.985
2.01175,1.975625
1.999125,1.979375
2.011,1.971
1.99325,1.976625
2.005625,1.96725
2.004,1.960625
1.993125,1.965625
1.98875,1.96075
1.992875,1.9715
1.984625,1.9635
1.994125,1.964375
2.002,1.95425
1.998875,1.953375
1.985625,1.958875
1.976625,1.970375
1.987875,1.9655
1.99575,1.95725
1.974625,1.96925
1.97525,1.955375
1.97875,1.9515
1.993875,1.9655
1.98425,1.94325
1.988,1.95025
1.99425,1.963125
1.987,1.948
1.969125,1.9525
1.991375,1.9585
1.9625,1.942625
1.979875,1.939
1.986375,1.938375
1.9835,1.952125
1.978375,1.936875
1.96175,1.937875
1.98375,1.95225
1.955875,1.936375
1.96875,1.941875
1.966625,1.94025
1.97825,1.93375
1.971,1.931625
1.971625,1.925375
1.96225,1.928
1.9475,1.92475
1.95425,1.940875
1.948625,1.932375
1.96075,1.935375
1.950375,1.93775
1.95325,1.923125
1.97425,1.92325
1.951,1.9185
1.953375,1.91775
1.965375,1.918375
1.938375,1.92125
1.94925,1.92325
1.962375,1.9115
1.9685,1.91075
1.96325,1.9285
1.966875,1.9085
1.93025,1.927
1.9555,1.9215
1.936625,1.912375
1.941125,1.922625
1.93725,1.914
1.93825,1.906
1.947625,1.91825
1.95375,1.904875
1.92675,1.904125
1.9535,1.9155
1.94375,1.906375
1.927625,1.911
1.92775,1.905875
1.924875,1.898125
1.942125,1.904625
1.932125,1.909125
1.92125,1.905375
1.91875,1.89925
1.94525,1.89925
1.944125,1.893375
1.94475,1.906
1.909,1.8875
1.922875,1.893625
1.924375,1.883
1.919875,1.902125
1.927875,1.9
1.904875,1.895
1.915625,1.881
1.929375,1.89125
1.92225,1.877875
1.899,1.87575
1.91375,1.87775
1.895875,1.88325
1.932125,1.887
1.90375,1.889375
1.9255,1.884125
1.922625,1.868875
1.91875,1.871375
1.91375,1.876
1.900875,1.873
1.910375,1.867
1.90925,1.8765
1.889,1.87275
1.896375,1.869625
1.88475,1.8645
1.91025,1.863
1.895875,1.875125
1.914125,1.877
1.911375,1.86575
1.89275,1.855125
1.87625,1.85525
1.912,1.872125
1.89725,1.868875
1.901,1.850375
1.88,1.848125
1.901375,1.848875
1.884375,1.847375
1.894375,1.8645
1.888,1.8475
1.882125,1.86
1.88925,1.84325
1.898875,1.858375
1.87775,1.84025
1.8785,1.847875
1.87,1.846625
1.892375,1.8435
1.877125,1.841875
1.890625,1.842875
1.860625,1.836375
1.876875,1.84725
1.873125,1.84975
1.864375,1.850625
1.860625,1.83525
1.86125,1.847875
1.868875,1.8375
1.860625,1.8395
1.861125,1.841875
1.87825,1.83275
1.85075,1.84075
1.86775,1.840625
1.841125,1.8305
1.85075,1.8195
1.86975,1.8245
1.864,1.826875
1.836875,1.827
1.8525,1.821
1.84325,1.826
1.870125,1.817
1.8675,1.82825
1.86075,1.813125
1.865,1.8265
1.84075,1.825375
1.844625,1.821875
1.843375,1.822125
1.858375,1.802625
1.833,1.80125
1.82825,1.815875
1.836375,1.808625
1.856625,1.81025
1.834125,1.808625
1.83275,1.79825
1.825625,1.796125
1.824,1.798875
1.8485,1.807375
1.813625,1.79775
1.828125,1.8105
1.827125,1.8045
1.842875,1.808
1.81425,1.790625
1.818125,1.79175
1.806,1.790125
1.810125,1.794375
1.81175,1.798375
1.82175,1.78725
1.82725,1.791
1.82225,1.797875
1.798625,1.796875
1.807875,1.79475
1.829625,1.78925
1.796,1.78525
1.81825,1.7735
1.82225,1.77475
1.81525,1.784625
1.789875,1.783125
1.80625,1.7825
1.8185,1.76775
1.8015,1.768375
1.8195,1.77575
1.803375,1.773375
1.798375,1.772625
1.814875,1.764875
1.814125,1.779625
1.811875,1.77375
1.805375,1.759125
1.81175,1.764125
1.79,1.763125
1.788625,1.75275
1.80825,1.751
1.782375,1.753375
1.793875,1.7665
1.80025,1.747125
1.789125,1.748875
1.78,1.76525
1.800875,1.74375
1.781125,1.744375
1.797125,1.74575
1.79525,1.7415
1.79725,1.754625
1.77,1.743625
1.787375,1.74175
1.773625,1.73975
1.768,1.740125
1.78575,1.74075
1.762375,1.742125
1.764375,1.7435
1.77575,1.74925
1.78125,1.748375
1.752,1.74425
1.772875,1.745875
1.751125,1.7385
1.750625,1.734125
1.773375,1.73375
1.752875,1.727375
1.769875,1.731625
1.749,1.73125
1.74225,1.7295
1.761125,1.730125
1.74175,1.727875
1.750875,1.733375
1.740125,1.713375
1.73225,1.710875
1.7505,1.714125
1.73925,1.709625
1.741625,1.709125
1.747375,1.71225
1.74775,1.7225
1.756,1.707875
1.749375,1.702
1.741125,1.71925
1.723,1.712
1.74525,1.7075
1.74875,1.717625
1.740375,1.701125
1.714375,1.698875
1.727125,1.708875
1.724125,1.7065
1.716125,1.708125
1.739875,1.69
1.7445,1.70375
1.725375,1.690875
1.728625,1.70175
1.735,1.682625
1.71725,1.6895
1.738,1.69025
1.734,1.683
1.731875,1.6865
1.717625,1.692875
1.707625,1.68075
1.699875,1.676
1.714375,1.67675
1.71625,1.6835
1.70825,1.689
1.70625,1.6785
1.705875,1.687125
1.70275,1.6765
1.695375,1.67075
1.72075,1.673375
1.701125,1.666
1.694625,1.667125
1.688625,1.6805
1.69425,1.66025
1.708875,1.669
1.6935,1.6755
1.67675,1.65875
1.707,1.67325
1.696125,1.653625
1.68975,1.65275
1.68175,1.650375
1.689125,1.668625
1.676125,1.65575
1.693875,1.652875
1.668125,1.66425
1.684375,1.649625
1.67775,1.65725
1.6615,1.646125
1.659125,1.654375
1.666875,1.63725
1.658625,1.641125
1.661625,1.639
1.672,1.644125
1.67025,1.645125
1.672,1.643875
1.671,1.64525
1.673625,1.628125
1.671,1.646625
1.6625,1.646
1.651625,1.626625
1.669875,1.636125
1.667375,1.62275
1.64475,1.632375
1.666375,1.619125
1.66475,1.622875
1.66775,1.6175
1.63375,1.62175
1.6605,1.63125
1.663375,1.621375
1.643625,1.61575
1.65875,1.626125
1.650625,1.616
1.64825,1.624125
1.6455,1.624
1.650375,1.610875
1.654,1.62375
1.6245,1.62175
1.6265,1.60975
1.643875,1.60425
1.64025,1.604625
1.636625,1.598875
1.640875,1.600375
1.640875,1.59975
1.63,1.592125
1.613375,1.605875
1.6115,1.599375
1.621125,1.59325
1.624625,1.587875
1.638375,1.6
1.638,1.59125
1.62025,1.5985
1.59975,1.584875
1.607,1.581
1.6135,1.584375
1.600125,1.592
1.604375,1.593
1.61925,1.582125
1.615,1.5925
1.618,1.587375
1.616375,1.582
1.599125,1.577125
1.594625,1.580625
1.607875,1.583375
1.588625,1.574625
1.587,1.57425
1.587625,1.57525
1.58075,1.573375
1.591,1.559
1.59,1.570625
1.59475,1.55825
1.5715,1.56625
1.5955,1.561
1.572,1.55375
1.589125,1.5645
1.58,1.55525
1.596125,1.556375
1.5785,1.550375
1.56225,1.54375
1.574375,1.54175
1.587375,1.55925
1.59075,1.546375
1.571375,1.541375
1.587875,1.540875
1.582375,1.534625
1.568125,1.554375
1.557875,1.53575
1.5755,1.538125
1.57525,1.538625
1.561125,1.536125
1.562625,1.5265
1.567625,1.525125
1.54625,1.53675
1.554125,1.526875
1.554375,1.542625
1.5735,1.5255
1.540125,1.53775
1.551875,1.531375
1.54475,1.536875
1.545625,1.526875
1.530125,1.52
1.55875,1.512875
1.54025,1.526
1.55575,1.51775
1.540625,1.50775
1.5435,1.508875
1.522125,1.508625
1.542125,1.518
1.524,1.515
1.550375,1.518625
1.550375,1.503625
1.527375,1.50075
1.542,1.512375
1.538,1.50475
1.511125,1.50025
1.541125,1.493375
1.50775,1.507375
1.5155,1.495125
1.509625,1.49725
1.50225,1.489
1.51625,1.4855
1.524,1.486625
1.498,1.494125
1.49775,1.480875
1.524375,1.492
1.501625,1.483375
1.506375,1.493
1.5175,1.479375
1.519,1.471375
1.48825,1.477625
1.48575,1.482125
1.503375,1.470375
1.4835,1.470375
1.4905,1.46725
1.4865,1.4735
1.479875,1.4775
1.4955,1.4735
1.48525,1.468625
