tmp117_0_C,tmp117_1_C,tmp117_2_C,tmp117_3_C
20.7812,23.2812,19.0078,24.9688
20.8594,23.2344,19.0781,24.9375
20.8047,23.2031,19.0781,25.0
20.8359,23.3047,19.0781,24.9844
20.9141,23.3438,19.0625,24.9922
20.9375,23.3359,19.1172,24.9453
20.9375,23.3125,19.0625,25.0234
20.9375,23.3594,19.1719,24.9766
21.0156,23.3984,19.1328,25.0234
21.0234,23.3125,19.1797,25.1328
20.9844,23.3672,19.2188,25.0469
21.0547,23.3594,19.2344,25.1016
21.0234,23.4531,19.2656,25.1406
21.0859,23.3906,19.1719,25.1328
21.0391,23.4297,19.2656,25.1641
21.0234,23.4531,19.3125,25.1328
21.1016,23.4922,19.2578,25.1562
21.0859,23.4609,19.25,25.1719
21.1484,23.5312,19.3281,25.1797
21.1719,23.4609,19.3125,25.2734
21.1172,23.5469,19.3906,25.1875
21.1328,23.5156,19.375,25.1953
21.1328,23.5312,19.3125,25.2891
21.2422,23.5625,19.3984,25.2734
21.1641,23.6094,19.3672,25.3125
21.1641,23.5938,19.3984,25.3672
21.2031,23.6484,19.4844,25.3125
21.2891,23.7031,19.4531,25.2969
21.2109,23.6406,19.5234,25.4141
21.2266,23.6797,19.4766,25.3359
21.3203,23.6797,19.4297,25.3594
21.2734,23.6562,19.5,25.4453
21.3594,23.7578,19.5547,25.4219
21.2891,23.7734,19.5781,25.3984
21.3594,23.7734,19.5391,25.4922
21.4141,23.7656,19.625,25.5234
21.375,23.75,19.5391,25.5234
21.4141,23.8125,19.6094,25.5078
21.4531,23.8438,19.6094,25.5234
21.4375,23.8359,19.5781,25.5078
21.4219,23.7812,19.6094,25.5234
21.4922,23.8594,19.6484,25.5469
21.4922,23.9297,19.6484,25.5234
21.4688,23.8359,19.6484,25.5234
21.5625,23.9375,19.6719,25.5703
21.4531,23.9219,19.7266,25.625
21.4922,23.9688,19.6719,25.5781
21.5781,23.9141,19.7344,25.625
21.5391,23.9297,19.7188,25.7109
21.5469,23.9141,19.8359,25.6562
21.5391,24.0312,19.8281,25.7266
21.6328,23.9453,19.75,25.7266
21.6172,24.0547,19.8203,25.7109
21.6719,24.0625,19.8438,25.6953
21.6094,24.0469,19.9062,25.7969
21.6641,24.125,19.8438,25.7109
21.6328,24.0391,19.9219,25.7188
21.75,24.0938,19.8672,25.8125
21.6953,24.1172,19.9609,25.7578
21.6797,24.1562,19.9453,25.7656
21.7031,24.1641,19.9531,25.8125
21.8047,24.1875,19.9609,25.7891
21.75,24.1953,19.9844,25.8047
21.7969,24.1641,19.9531,25.8359
21.8125,24.1719,19.9844,25.8438
21.7734,24.1719,19.9766,25.9141
21.7969,24.1562,19.9688,25.8984
21.7734,24.1953,20.0,25.9141
21.7891,24.2578,20.0078,25.9844
21.8203,24.2656,20.0312,25.9609
21.8594,24.2344,20.1094,26.0234
21.9141,24.2734,20.0781,26.0391
21.9062,24.2812,20.1172,26.0469
21.8828,24.2812,20.0703,26.0625
21.9609,24.3047,20.1719,26.0938
21.9375,24.3672,20.1641,26.0
21.8984,24.375,20.2188,26.125
21.9766,24.3125,20.1641,26.0938
21.9688,24.3906,20.2188,26.1016
22.0156,24.4219,20.1406,26.1562
21.9688,24.3672,20.2109,26.1641
21.9844,24.3906,20.2109,26.125
22.0469,24.4219,20.2969,26.1562
22.0078,24.4297,20.2109,26.1406
22.0312,24.4219,20.2656,26.1094
22.0703,24.4531,20.2344,26.1406
22.0938,24.5078,20.2422,26.2109
22.1719,24.5078,20.3516,26.2578
22.0859,24.5469,20.2891,26.2422
22.1641,24.5,20.2812,26.2422
22.1172,24.5156,20.2969,26.2969
22.1328,24.5781,20.4297,26.2266
22.2031,24.5703,20.4219,26.3125
22.2109,24.5781,20.3438,26.2969
22.1484,24.5625,20.3594,26.2891
22.2656,24.5625,20.3906,26.3672
22.2656,24.6016,20.375,26.2969
22.25,24.6094,20.4531,26.375
22.3125,24.7031,20.4688,26.3672
22.3359,24.6172,20.4609,26.3594
22.2812,24.7422,20.5234,26.4141
22.2734,24.7422,20.5547,26.4297
22.2656,24.6875,20.5469,26.4297
22.3594,24.7344,20.5938,26.4922
22.375,24.7891,20.5234,26.4531
22.3516,24.7031,20.6094,26.4688
22.4141,24.7109,20.6328,26.4531
22.4453,24.8359,20.5547,26.4453
22.3828,24.7891,20.6484,26.5
22.3906,24.75,20.5859,26.5312
22.3672,24.8203,20.6328,26.5078
22.3984,24.8125,20.6484,26.6016
22.4297,24.8359,20.6641,26.5859
22.4844,24.8125,20.6484,26.5234
22.4219,24.8984,20.6484,26.5703
22.5,24.875,20.7422,26.5625
22.5391,24.9297,20.7578,26.5625
22.5078,24.9375,20.6875,26.6172
22.5859,24.9609,20.7812,26.6719
22.5469,24.9766,20.7656,26.7031
22.6016,25.0156,20.8203,26.625
22.5703,24.9531,20.8047,26.7031
22.5781,24.9609,20.7422,26.7344
22.5938,24.9844,20.7344,26.6797
22.6484,25.0469,20.7734,26.7109
22.6641,25.0469,20.7969,26.7109
22.6797,25.0156,20.875,26.75
22.6406,25.1016,20.8672,26.8125
22.6406,25.0,20.9219,26.8125
22.6562,25.0156,20.8281,26.7188
22.6562,25.1094,20.8281,26.8047
22.6406,25.1406,20.9609,26.7734
22.6953,25.0547,20.8672,26.875
22.6953,25.1328,20.8828,26.7656
22.6797,25.0781,21.0,26.8828
22.7031,25.1016,20.9141,26.8047
22.7656,25.1328,20.9219,26.9062
22.75,25.1875,20.9844,26.8594
22.8438,25.25,20.9766,26.8672
22.8359,25.2109,20.9609,26.9531
22.7656,25.2422,21.0625,26.9453
22.7812,25.2266,21.0547,26.9375
22.7969,25.2812,20.9844,26.9219
22.8438,25.2812,21.0625,26.9453
22.9297,25.2734,21.0078,27.0078
22.8281,25.2422,21.0547,27.0156
22.9297,25.2578,21.1094,27.0312
22.9531,25.2969,21.1562,26.9766
22.8594,25.2891,21.1641,27.0547
22.9297,25.3281,21.1094,27.0781
22.9688,25.2969,21.1406,27.0625
23.0,25.2891,21.1406,27.1094
23.0234,25.3125,21.2031,27.0938
22.9609,25.3984,21.1562,27.0391
22.9531,25.3672,21.2188,27.0469
23.0312,25.4297,21.2344,27.1484
23.0625,25.4453,21.1562,27.1406
23.0859,25.3828,21.2266,27.1797
23.0859,25.4297,21.25,27.1328
23.1016,25.5,21.25,27.1484
23.0312,25.5,21.25,27.2031
23.0156,25.4531,21.3359,27.1484
23.1172,25.4766,21.3047,27.1484
23.0703,25.4375,21.3281,27.1406
23.0625,25.4922,21.375,27.1953
23.125,25.5859,21.2656,27.1953
23.1328,25.5547,21.2891,27.2422
23.1797,25.5078,21.3984,27.2344
23.1328,25.6172,21.3594,27.3203
23.2031,25.5938,21.3828,27.2188
23.125,25.6406,21.4141,27.2812
23.1641,25.5938,21.4141,27.3359
23.1562,25.6641,21.4688,27.2891
23.1562,25.6172,21.3828,27.2891
23.1719,25.5938,21.375,27.3125
23.2031,25.6016,21.4766,27.3203
23.2734,25.6953,21.5156,27.3672
23.2031,25.6484,21.4844,27.3438
23.2969,25.6875,21.5312,27.4062
23.2266,25.6328,21.4688,27.4297
23.2422,25.7031,21.5625,27.3906
23.3203,25.6953,21.5156,27.3672
23.3047,25.7422,21.5156,27.4844
23.2969,25.7031,21.5469,27.375
23.3359,25.8047,21.5312,27.4062
23.4062,25.75,21.5234,27.4922
23.4297,25.7734,21.6094,27.5312
23.3203,25.7891,21.6328,27.4531
23.3516,25.7734,21.5312,27.5547
23.4141,25.8047,21.5859,27.4688
23.4297,25.8203,21.6641,27.5156
23.4688,25.7812,21.6797,27.5859
23.4297,25.8438,21.6641,27.5469
23.4609,25.8984,21.6641,27.6094
23.4453,25.9141,21.7031,27.5547
23.5156,25.9219,21.6641,27.5547
23.4531,25.875,21.7422,27.5391
23.5,25.8359,21.7578,27.625
23.5156,25.8594,21.7344,27.6406
23.5703,25.9219,21.6562,27.5859
23.5625,25.9531,21.7031,27.6406
23.4922,25.8906,21.7891,27.7031
23.5625,25.9062,21.7344,27.6094
23.5625,25.9453,21.7031,27.6172
23.6328,26.0156,21.8281,27.6562
23.5938,25.9531,21.8281,27.6562
23.6562,25.9844,21.7656,27.7109
23.625,25.9609,21.8203,27.6719
23.6016,26.0625,21.8281,27.7188
23.6328,26.0391,21.7969,27.7109
23.6016,25.9922,21.8281,27.7344
23.6562,26.0703,21.875,27.7031
23.6016,26.1016,21.8359,27.7109
23.6953,26.0312,21.9375,27.7422
23.7266,26.1172,21.8359,27.8047
23.6328,26.1328,21.9141,27.8359
23.7656,26.0469,21.9141,27.75
23.6797,26.0703,21.9141,27.8359
23.75,26.0703,21.9922,27.8672
23.7266,26.2031,21.9297,27.8984
23.7422,26.0938,22.0,27.8281
23.7109,26.1016,22.0078,27.8672
23.75,26.2109,21.9219,27.8125
23.7422,26.1797,21.9531,27.8828
23.75,26.1797,22.0312,27.9297
23.8516,26.1719,21.9531,27.9531
23.8672,26.1875,21.9609,27.9141
23.8047,26.2578,22.0781,27.9609
23.7734,26.2812,21.9766,27.8984
23.8359,26.2188,22.0547,27.8984
23.8828,26.2578,22.1172,27.9844
23.9062,26.2656,22.0156,27.9453
23.8672,26.2188,22.0469,27.9766
23.875,26.3047,22.1094,28.0
23.9062,26.2578,22.0469,28.0312
23.8594,26.2891,22.0547,28.0312
23.9062,26.3359,22.1094,28.0469
23.8906,26.3828,22.0703,28.0625
24.0,26.3828,22.1797,28.0312
23.9922,26.3359,22.1172,28.0703
24.0078,26.3125,22.1562,28.0625
23.9609,26.4297,22.1328,28.1094
24.0391,26.3203,22.1484,28.0938
23.9766,26.3984,22.2109,28.0938
23.9844,26.3672,22.2344,28.1406
24.0625,26.3828,22.1484,28.1406
24.0312,26.3906,22.2734,28.1641
24.0938,26.4141,22.2031,28.1875
24.0,26.4844,22.2109,28.1328
24.0,26.4219,22.1875,28.0938
24.0234,26.4922,22.2891,28.1797
24.1172,26.5234,22.2891,28.2109
24.1328,26.5078,22.3125,28.2422
24.0312,26.4922,22.2578,28.1406
24.1484,26.4688,22.2578,28.1797
24.0703,26.5312,22.3516,28.1875
24.1641,26.5625,22.3203,28.2344
24.1875,26.4688,22.2812,28.1797
24.1172,26.4766,22.3828,28.2188
24.1875,26.5625,22.3594,28.2891
24.1875,26.5234,22.3594,28.2891
24.1328,26.5312,22.4062,28.2109
24.1328,26.6172,22.4219,28.3359
24.2109,26.5703,22.3359,28.2422
24.1484,26.6172,22.3594,28.25
24.2109,26.6719,22.4062,28.3359
24.2578,26.6562,22.4297,28.3516
24.2656,26.5859,22.4766,28.2656
24.1875,26.5938,22.4453,28.2734
24.2344,26.6641,22.5,28.3438
24.3125,26.6641,22.5156,28.3125
24.2578,26.6875,22.4922,28.4219
24.2812,26.6641,22.4844,28.3516
24.2578,26.7266,22.5312,28.3672
24.2969,26.7344,22.5234,28.4062
24.2734,26.6562,22.4531,28.3594
24.3594,26.6719,22.4531,28.4219
24.3125,26.6719,22.4688,28.4609
24.375,26.75,22.4922,28.4141
24.2891,26.7344,22.5625,28.4141
24.3906,26.7969,22.5234,28.5078
24.3125,26.8203,22.5078,28.4609
24.3672,26.7578,22.5391,28.4844
24.4062,26.7656,22.6094,28.4141
24.3828,26.7656,22.6328,28.4766
24.3984,26.7656,22.5781,28.5234
24.4531,26.7656,22.6328,28.4766
24.3672,26.8672,22.6016,28.4609
24.4062,26.7812,22.5625,28.5469
24.4453,26.875,22.6094,28.5391
24.4375,26.8828,22.6797,28.5625
24.3906,26.8203,22.6406,28.5078
24.5156,26.8516,22.7109,28.6094
24.4609,26.8594,22.6484,28.6094
24.4297,26.8281,22.6484,28.5703
24.5156,26.8281,22.6641,28.5391
24.5156,26.9219,22.6719,28.5938
24.4531,26.9453,22.6719,28.6172
24.4922,26.9453,22.7188,28.6641
24.5078,26.9219,22.6875,28.5625
24.5234,26.9922,22.7031,28.6797
24.5,27.0,22.6875,28.5859
24.4844,26.9844,22.6953,28.625
24.4922,26.9688,22.7344,28.6328
24.5078,27.0156,22.7734,28.6562
24.6328,26.9453,22.75,28.7344
24.6406,26.9844,22.7812,28.7188
24.5781,27.0312,22.8281,28.7109
24.5781,27.0,22.7812,28.75
24.5703,26.9766,22.8281,28.6953
24.6562,27.0234,22.7969,28.6641
24.5938,26.9766,22.8125,28.6641
24.6562,27.0234,22.8438,28.7109
24.6328,27.0234,22.8906,28.7578
24.6719,27.0938,22.8672,28.7031
24.6719,27.0547,22.8516,28.7109
24.6875,27.0078,22.8984,28.7578
24.6562,27.0469,22.875,28.7344
24.625,27.1328,22.8438,28.8359
24.7188,27.0625,22.9219,28.8438
24.6797,27.0781,22.9531,28.7812
24.7266,27.1094,22.9297,28.7578
24.7266,27.1797,22.9688,28.7734
24.7812,27.0859,22.8906,28.8281
24.7031,27.1953,22.9531,28.7734
24.7109,27.0781,22.9141,28.8281
24.6953,27.125,22.8984,28.9062
24.7266,27.0938,22.9531,28.8906
24.8047,27.2188,22.9922,28.9141
24.75,27.1719,22.9531,28.8594
24.75,27.1172,23.0,28.8672
24.7422,27.1797,22.9375,28.8516
24.75,27.2578,23.0391,28.9062
24.7812,27.1719,23.0625,28.9688
24.7734,27.1641,23.0,28.8594
24.7578,27.2188,22.9688,28.9375
24.8516,27.2812,23.0156,28.9219
24.875,27.25,23.0781,28.9531
24.875,27.2422,23.0859,28.9453
24.8906,27.25,23.0781,28.9219
24.8359,27.2422,23.1016,28.9297
24.8594,27.2891,23.0547,29.0312
24.8281,27.2188,23.0625,29.0234
24.9297,27.2422,23.0703,28.9297
24.8906,27.2969,23.1406,29.0391
24.8984,27.3281,23.0469,29.0156
24.9062,27.3594,23.1562,28.9453
24.9297,27.2734,23.1719,28.9531
24.9844,27.3828,23.1094,29.0781
24.9688,27.2891,23.0703,29.0391
24.8984,27.3594,23.0938,29.0469
25.0,27.3828,23.1172,29.0
24.8984,27.3438,23.1641,29.1094
25.0,27.3906,23.1875,29.0156
24.9688,27.3438,23.1953,29.0234
24.9766,27.4062,23.2031,29.1094
24.9688,27.3828,23.1641,29.0469
24.9297,27.4375,23.1562,29.1094
25.0547,27.3828,23.2578,29.1172
25.0234,27.3906,23.2109,29.1484
25.0469,27.3594,23.1484,29.1328
25.0547,27.3984,23.2578,29.1484
25.0312,27.4141,23.1953,29.1328
25.0391,27.3906,23.2031,29.0703
25.0781,27.4688,23.25,29.0859
25.0469,27.3828,23.2344,29.125
24.9922,27.4922,23.2812,29.125
25.0469,27.5078,23.2891,29.2109
25.0469,27.5234,23.3125,29.1797
25.0938,27.4219,23.3203,29.1172
25.0938,27.5234,23.2188,29.1719
25.0859,27.5,23.3438,29.25
25.1172,27.4766,23.2344,29.1953
25.1016,27.5312,23.25,29.25
25.1562,27.4453,23.3281,29.2266
25.1562,27.4844,23.2812,29.2656
25.0703,27.5547,23.3828,29.2812
25.1797,27.5859,23.3906,29.1953
25.0781,27.4922,23.3672,29.1719
25.1641,27.5391,23.3125,29.2031
25.1406,27.5391,23.2891,29.2891
25.1641,27.5391,23.3984,29.2188
25.1016,27.5156,23.375,29.2109
25.1094,27.5078,23.4062,29.3203
25.2188,27.5391,23.3438,29.3047
25.2344,27.5703,23.3438,29.3281
25.1406,27.5781,23.3516,29.2969
25.2188,27.5938,23.4219,29.2969
25.1406,27.5625,23.3984,29.2578
25.2344,27.5703,23.4062,29.3047
25.2266,27.5938,23.3984,29.2578
25.2344,27.6328,23.4219,29.3516
25.2891,27.6406,23.4297,29.3281
25.1875,27.6328,23.4766,29.3828
25.2812,27.6562,23.4688,29.3594
25.1875,27.7031,23.4141,29.3203
25.2109,27.6328,23.3906,29.3516
25.2188,27.6172,23.4766,29.3125
25.2891,27.6641,23.4219,29.3359
25.2188,27.6484,23.4141,29.3906
25.3359,27.7344,23.5156,29.4062
25.3047,27.7266,23.4844,29.375
25.2891,27.6406,23.4609,29.4375
25.3594,27.6797,23.5156,29.4375
25.25,27.75,23.4453,29.3906
25.2969,27.6875,23.5469,29.4453
25.2969,27.6953,23.4922,29.4453
25.2969,27.7812,23.4688,29.4688
25.375,27.7891,23.4766,29.4688
25.3594,27.7656,23.5234,29.4062
25.2969,27.7812,23.5156,29.4453
25.3047,27.7656,23.5781,29.4062
25.3906,27.7109,23.4922,29.5
25.3359,27.7656,23.5547,29.4375
25.375,27.7422,23.5391,29.4922
25.3594,27.7188,23.5469,29.4375
25.4219,27.7344,23.5312,29.4766
25.4375,27.7188,23.5312,29.5312
25.4375,27.8359,23.5859,29.4766
25.4375,27.8203,23.5703,29.4297
25.3594,27.8281,23.6094,29.4453
25.4531,27.7812,23.5625,29.5312
25.3672,27.8281,23.5703,29.5547
25.375,27.8047,23.6094,29.5
25.3672,27.8594,23.6484,29.5312
25.3672,27.7969,23.6172,29.5859
25.4375,27.8203,23.6094,29.4688
25.375,27.8672,23.6641,29.5781
25.4922,27.8438,23.6719,29.5391
25.4297,27.8438,23.5859,29.5156
25.5078,27.8594,23.6406,29.6016
25.4453,27.8594,23.7031,29.5703
25.5234,27.9062,23.6016,29.6016
25.4141,27.8516,23.6172,29.6016
25.5156,27.8359,23.625,29.6094
25.4609,27.8672,23.6797,29.6172
25.4766,27.9453,23.6953,29.625
25.5391,27.875,23.6953,29.5703
25.4844,27.9141,23.6406,29.5312
25.4609,27.9219,23.6875,29.5781
25.5625,27.9453,23.7031,29.6641
25.5156,27.9688,23.7031,29.6328
25.5234,27.8828,23.6641,29.6484
25.5703,27.9766,23.7266,29.6094
25.5469,27.9141,23.6875,29.6484
25.5781,27.9922,23.6719,29.5781
25.5156,27.9844,23.7969,29.6172
25.6016,27.9766,23.7891,29.6562
25.6016,27.9609,23.7109,29.6641
25.5391,28.0078,23.7031,29.6406
25.5938,27.9141,23.7422,29.6562
25.5391,27.9922,23.7656,29.6016
25.5625,27.9219,23.7344,29.6719
25.6094,28.0,23.7109,29.6719
25.5547,27.9375,23.7812,29.6406
25.6016,27.9375,23.7422,29.6172
25.6094,27.9297,23.8203,29.6953
25.5547,28.0312,23.7891,29.7188
25.5547,27.9453,23.75,29.75
25.625,27.9375,23.8203,29.6562
25.5703,28.0547,23.8047,29.6797
25.6562,27.9844,23.7969,29.6484
25.5781,28.0703,23.8594,29.6484
25.6328,28.0391,23.8594,29.7031
25.6016,28.0234,23.8594,29.7266
25.6641,28.0859,23.8672,29.7422
25.6875,27.9688,23.7812,29.7578
25.6172,28.0,23.8047,29.6719
25.6875,28.0859,23.8359,29.7188
25.7031,27.9844,23.8125,29.7891
25.6641,28.0,23.9062,29.7891
25.6719,28.0078,23.8047,29.7344
25.6328,27.9922,23.8281,29.7969
25.6406,28.0391,23.8906,29.8125
25.6875,28.0469,23.8359,29.7656
25.6484,28.1016,23.9219,29.7188
25.6484,28.0234,23.875,29.7188
25.6953,28.0703,23.9141,29.7656
25.7344,28.0469,23.9375,29.8281
25.6719,28.1016,23.9141,29.7578
25.6797,28.0312,23.9453,29.7656
25.7031,28.0703,23.9453,29.8125
25.6406,28.1094,23.9297,29.7578
25.6875,28.0938,23.9609,29.7891
25.7656,28.1328,23.9688,29.8047
25.7109,28.0859,23.8516,29.8203
25.7734,28.125,23.9531,29.7734
25.7188,28.1406,23.8906,29.8672
25.7734,28.1484,23.9141,29.8281
25.7031,28.1875,23.9062,29.8516
25.6953,28.1562,23.9219,29.8594
25.7188,28.1641,23.8984,29.8203
25.7422,28.1797,23.9688,29.8672
25.75,28.1172,23.9062,29.8672
25.6953,28.1719,23.9453,29.8047
25.75,28.1562,23.9141,29.8047
25.7188,28.1172,23.9141,29.8672
25.7422,28.125,23.9062,29.8281
25.7812,28.1094,24.0,29.8906
25.7578,28.1797,23.9922,29.8438
25.7656,28.1719,23.9375,29.8359
25.75,28.1875,23.9453,29.8984
25.8125,28.1641,24.0,29.8984
25.7266,28.1484,23.9141,29.8438
25.8359,28.2422,23.9688,29.8828
25.7891,28.2109,24.0156,29.9453
25.7969,28.2344,23.9297,29.8984
25.8359,28.2188,23.9688,29.8672
25.7344,28.25,23.9922,29.8828
25.7656,28.1484,24.0547,29.8438
25.8125,28.25,23.9531,29.9297
25.8203,28.2656,24.0547,29.9141
25.8125,28.1875,23.9688,29.8828
25.7656,28.2109,23.9609,29.9453
25.7891,28.2344,23.9922,29.8906
25.7656,28.2656,24.0547,29.9766
25.8359,28.2812,24.0391,29.9375
25.7891,28.2734,24.0391,29.9844
25.8125,28.2812,24.0781,29.8828
25.7969,28.2656,24.0391,29.9453
25.8438,28.25,23.9922,29.9609
25.8203,28.2422,24.0625,29.8906
25.7734,28.2969,24.0938,29.9375
25.8203,28.2188,24.0625,29.9922
25.8828,28.2891,24.0859,29.9688
25.8047,28.2266,23.9844,29.9062
25.7969,28.2109,24.0078,30.0078
25.8594,28.2578,24.0938,29.9375
25.8359,28.3125,24.1016,29.9062
25.9141,28.2891,24.0469,29.9375
25.8672,28.2422,24.1016,29.9297
25.8516,28.2656,24.0234,30.0234
25.8516,28.2656,24.0547,29.9141
25.9141,28.2578,24.0391,29.9141
25.8906,28.3281,24.0938,29.9297
25.8203,28.2344,24.1094,29.9922
25.8672,28.2422,24.0781,29.9766
25.8359,28.3281,24.1406,30.0156
25.8828,28.3203,24.1172,29.9531
25.9062,28.3125,24.1094,30.0312
25.8984,28.2344,24.1328,30.0391
25.9297,28.3203,24.1016,29.9375
25.8516,28.2891,24.1406,30.0078
25.9141,28.2422,24.0547,30.0
25.8438,28.3125,24.0781,29.9375
25.9375,28.3281,24.0781,30.0
25.8438,28.2422,24.1562,29.9609
25.9062,28.2422,24.0391,30.0312
25.8828,28.2656,24.1328,29.9766
25.8984,28.2578,24.1484,29.9844
25.9609,28.3516,24.0625,30.0156
25.9609,28.3125,24.1016,30.0
25.9531,28.2969,24.1719,29.9844
25.8594,28.2578,24.125,30.0781
25.9375,28.3281,24.1094,30.0781
25.9766,28.3516,24.1172,30.0078
25.9297,28.2812,24.0703,30.0156
25.9766,28.3125,24.1719,29.9766
25.8984,28.2656,24.1641,29.9688
25.8984,28.3594,24.1719,30.0156
25.9062,28.2734,24.1094,30.0312
25.9688,28.3203,24.1641,30.0703
25.9609,28.3047,24.1641,29.9766
25.875,28.2891,24.1328,30.0078
26.0,28.3672,24.0938,30.0
25.9688,28.3906,24.1719,30.1016
25.9922,28.3438,24.1484,30.0938
26.0,28.3516,24.1016,30.0312
25.8984,28.3984,24.2031,30.0938
25.9062,28.3672,24.1797,30.0938
25.9453,28.3359,24.1875,30.0391
25.9375,28.3281,24.2031,30.0625
25.8984,28.375,24.0938,30.1094
25.9766,28.3828,24.1094,30.0938
25.9375,28.3125,24.1562,30.0312
25.9844,28.3984,24.0938,30.0391
26.0,28.3281,24.1953,30.1094
25.9922,28.3828,24.1406,30.0469
25.9609,28.3672,24.1484,30.0234
25.9141,28.3203,24.2188,30.1094
25.9609,28.3828,24.2266,30.0156
25.9844,28.3281,24.1172,30.0156
26.0,28.3594,24.1094,30.0625
25.9766,28.4297,24.1953,30.0859
25.9062,28.375,24.2266,30.0859
25.9297,28.3594,24.1094,30.0078
26.0312,28.3906,24.125,30.0234
26.0312,28.3906,24.1953,30.0234
26.0156,28.375,24.1953,30.1016
26.0234,28.4141,24.1719,30.0469
25.9375,28.3828,24.2031,30.0547
26.0156,28.3203,24.1641,30.0703
25.9922,28.3906,24.2266,30.0391
26.0391,28.3594,24.1484,30.1172
26.0234,28.3672,24.1797,30.0625
25.9844,28.3906,24.2031,30.1016
25.9219,28.4062,24.2031,30.0547
26.0234,28.4062,24.125,30.1172
26.0469,28.3828,24.1641,30.0234
25.9688,28.3516,24.2031,30.1016
25.9766,28.4062,24.125,30.0234
26.0,28.3672,24.2344,30.1172
25.9844,28.4375,24.1641,30.1094
25.9688,28.4062,24.1953,30.1406
25.9375,28.4219,24.2109,30.0625
26.0391,28.3828,24.2031,30.1172
25.9375,28.3281,24.1484,30.1172
26.0234,28.4531,24.1484,30.1328
25.9297,28.3438,24.1797,30.0703
26.0312,28.4062,24.1406,30.1328
26.0234,28.4297,24.25,30.1562
26.0234,28.3672,24.1953,30.0469
25.9453,28.4062,24.1641,30.0781
25.9922,28.3984,24.2188,30.1172
25.9453,28.3359,24.1484,30.0781
25.9688,28.3438,24.1953,30.0391
26.0078,28.3438,24.1797,30.1484
26.0234,28.4062,24.1641,30.0391
25.9375,28.4375,24.1875,30.0859
26.0156,28.4141,24.1562,30.0859
26.0469,28.4609,24.2578,30.0547
25.9922,28.4297,24.1484,30.1484
26.0,28.4062,24.1484,30.1016
26.0391,28.3672,24.1953,30.1172
26.0469,28.3984,24.1953,30.1094
26.0078,28.4375,24.2109,30.1484
26.0156,28.3359,24.1562,30.0859
26.0,28.3516,24.1406,30.0625
25.9922,28.3906,24.2031,30.1406
26.0312,28.3672,24.1719,30.1094
25.9688,28.4062,24.1797,30.0625
25.9531,28.3516,24.2031,30.1484
26.0312,28.3672,24.2031,30.0625
26.0391,28.3906,24.1562,30.0625
26.0469,28.4531,24.1797,30.1484
26.0234,28.3984,24.2109,30.1484
25.9922,28.4297,24.25,30.0781
25.9766,28.3828,24.1562,30.1484
25.9688,28.3906,24.2031,30.0391
26.0156,28.4219,24.1875,30.1562
26.0625,28.4453,24.1484,30.1094
25.9766,28.4219,24.1797,30.0703
25.9688,28.4297,24.1953,30.0781
25.9453,28.3984,24.1875,30.125
25.9375,28.3906,24.2344,30.0547
25.9609,28.3906,24.1953,30.0391
26.0547,28.3984,24.2578,30.0547
26.0234,28.4375,24.1875,30.1094
25.9766,28.4062,24.1562,30.0859
25.9844,28.3594,24.1797,30.1094
25.9688,28.3359,24.2188,30.0547
26.0469,28.3984,24.2422,30.0859
25.9609,28.3438,24.2031,30.0938
26.0234,28.375,24.2266,30.1172
26.0547,28.3438,24.1641,30.0703
25.9609,28.4297,24.2031,30.125
26.0234,28.375,24.1719,30.1406
25.9531,28.3594,24.1484,30.1484
25.9531,28.4141,24.1406,30.1016
25.9688,28.3828,24.2109,30.1094
26.0,28.4219,24.2422,30.1094
25.9453,28.375,24.1797,30.0469
25.9688,28.4453,24.2266,30.1016
26.0156,28.3438,24.1953,30.1406
26.0078,28.3984,24.1484,30.0469
26.0469,28.4453,24.2422,30.1016
25.9766,28.3672,24.2031,30.0625
25.9922,28.3906,24.2031,30.1016
25.9219,28.4219,24.1953,30.1406
25.9219,28.4141,24.2109,30.1328
26.0391,28.4141,24.1172,30.0391
26.0,28.4219,24.1719,30.0859
26.0,28.3359,24.1484,30.0859
25.9609,28.3203,24.1562,30.0859
26.0391,28.3828,24.2266,30.0781
26.0234,28.3516,24.1172,30.0234
25.9922,28.3125,24.1719,30.0469
25.9844,28.4062,24.1562,30.0156
25.9141,28.3516,24.1328,30.0938
25.9531,28.3203,24.1328,30.0469
26.0,28.3359,24.1875,30.0469
25.9062,28.3047,24.1484,30.0703
26.0234,28.3203,24.1172,30.0703
25.9141,28.3438,24.1719,30.1172
26.0234,28.4062,24.1875,30.0234
25.9609,28.3203,24.1484,30.0938
25.9844,28.4219,24.1016,30.0703
25.9922,28.3672,24.2031,30.0469
25.9141,28.375,24.125,30.0703
25.9531,28.2969,24.1562,30.1172
25.9453,28.3125,24.125,30.0781
25.9922,28.3906,24.1328,30.0625
25.8984,28.3828,24.1094,30.0938
25.9062,28.3125,24.1719,30.0469
26.0078,28.3984,24.1875,30.0469
25.9297,28.3047,24.125,29.9844
26.0078,28.4062,24.1562,30.0156
25.9141,28.2969,24.125,29.9922
26.0,28.3125,24.0781,30.0078
25.9609,28.2891,24.0859,30.0781
25.8984,28.3359,24.1484,30.0859
25.875,28.3047,24.1641,30.0156
25.9922,28.3906,24.1953,29.9766
25.9844,28.3125,24.1797,29.9688
25.9766,28.2969,24.0703,30.0391
25.8906,28.3047,24.125,30.0469
